id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,prima_valida,monto_valido,comision_valida,fecha_valida,ids_validos
5859,2025-12-07,287,57,8,1,98871.0,190.51,113470.78,True,True,True,True,True
5868,2025-02-03,66,35,15,12,47027.0,,20840.91,True,True,True,True,True
5875,2025-11-09,427,2,5,2,5016.0,3.99,8490.62,True,True,True,True,True
5879,2025-09-07,1577,69,7,3,149174.0,299.97,112183.64,True,True,True,True,True
5892,2025-06-27,965,56,5,3,1459.72,,80937.53,True,True,True,True,True
5911,2025-09-24,1754,17,12,4,630.58,128.2,53811.92,True,True,True,True,True
5915,2025-11-09,55,68,9,10,197464.0,,96623.22,True,True,True,True,True
5921,2025-07-25,1854,67,9,7,43625.0,,17818.81,True,True,True,True,True
5941,2025-03-01,1834,76,7,1,94401.0,111.81,152164.62,True,True,True,True,True
5962,2025-09-03,626,77,4,10,78679.0,144.97,91337.03,True,True,True,True,True
6013,2025-09-13,2273,18,1,3,100850.0,,133709.61,True,True,True,True,True
6033,2025-10-05,2228,40,6,2,75059.0,,143256.64,True,True,True,True,True
6073,2025-08-11,161,36,6,1,125035.0,,85339.9,True,True,True,True,True
6092,2025-04-20,65,62,4,6,30561.0,49.17,9702.07,True,True,True,True,True
6094,2025-06-04,2635,16,14,4,9422.0,,7766.01,True,True,True,True,True
6103,2025-07-18,2730,55,8,10,161445.0,,90901.76,True,True,True,True,True
6108,2025-10-08,2253,14,3,6,130290.0,,96874.68,True,True,True,True,True
6109,2025-03-04,131,27,14,1,11697.0,,3543.84,True,True,True,True,True
6117,2025-09-14,126,35,3,10,1.44128,159.11,126549.14,True,True,True,True,True
6124,2025-08-05,736,17,1,5,72167.0,,40851.34,True,True,True,True,True
6148,2025-11-18,1259,52,12,11,1595.3,235.07,115436.27,True,True,True,True,True
6155,2025-01-21,2085,21,8,6,1.43332,341.34,212534.04,True,True,True,True,True
6178,2025-12-23,1052,47,15,8,478.08,,12807.35,True,True,True,True,True
6183,2025-10-01,894,29,11,3,895.85,,178323.46,True,True,True,True,True
6203,2025-01-21,387,31,12,11,108395.0,192.8,50879.03,True,True,True,True,True
6215,2025-04-09,599,43,13,11,772.05,,111191.5,True,True,True,True,True
6225,2025-02-07,671,72,12,11,1.31606,319.86,216199.74,True,True,True,True,True
6228,2025-03-08,985,27,15,7,1.43759,207.03,224293.55,True,True,True,True,True
6263,2025-12-11,1588,78,11,8,156579.0,217.66,175686.94,True,True,True,True,True
6289,2025-02-14,301,20,11,10,98160.0,201.1,56218.47,True,True,True,True,True
6290,2026-01-15,2953,28,5,5,1.05623,,172985.12,True,True,True,True,True
6301,2025-07-09,1360,67,6,9,38294.0,46.19,49569.52,True,True,True,True,True
6321,2026-01-16,1815,42,5,1,5923.0,,3548.92,True,True,True,True,True
6325,2026-02-19,2087,29,15,3,101303.0,,196376.1,True,True,True,True,True
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37,True,True,True,True,True
6356,2025-03-06,1690,27,10,8,7634.0,7.8,14590.72,True,True,True,True,True
6373,2026-01-26,249,61,14,4,1040.38,81.61,79524.66,True,True,True,True,True
6393,2025-07-07,845,19,15,5,1.85316,,365874.53,True,True,True,True,True
6397,2025-04-27,1634,47,13,1,462.04,60.78,17647.16,True,True,True,True,True
6406,2025-01-12,1494,77,8,8,1176.58,64.03,220725.36,True,True,True,True,True
6411,2025-09-09,1702,34,7,9,76937.0,141.61,32368.33,True,True,True,True,True
6425,2026-01-17,2431,29,10,6,147313.0,197.75,194307.99,True,True,True,True,True
6426,2026-01-31,2896,23,12,6,90415.0,,65690.98,True,True,True,True,True
6486,2025-10-03,1870,28,8,3,15419.0,35.78,23535.28,True,True,True,True,True
6564,2025-11-10,303,74,8,1,1613.11,,97705.52,True,True,True,True,True
6566,2025-01-28,2010,64,2,9,199440.0,462.19,391198.8,True,True,True,True,True
6601,2025-09-14,2444,1,12,12,142037.0,188.55,190244.79,True,True,True,True,True
6623,2025-04-13,421,29,10,11,179.8,,7346.06,True,True,True,True,True
6625,2025-11-21,498,46,15,5,77337.0,,26638.57,True,True,True,True,True
6651,2025-06-21,2965,5,5,12,169598.0,,247829.98,True,True,True,True,True
6662,2025-11-08,572,33,5,12,41590.0,32.69,60287.5,True,True,True,True,True
6664,2025-08-07,1025,66,4,11,10152.0,,2448.35,True,True,True,True,True
6680,2025-02-14,3712,43,12,2,43799.0,,76907.31,True,True,True,True,True
6681,2025-01-31,80,18,6,3,1.567,,153435.05,True,True,True,True,True
6688,2025-12-28,817,62,11,10,1.37271,206.56,180607.22,True,True,True,True,True
6692,2025-09-03,107,14,9,11,53621.0,,83030.04,True,True,True,True,True
6702,2025-11-27,2292,51,13,1,51849.0,33.69,48343.22,True,True,True,True,True
6704,2025-10-02,490,42,10,10,658.13,69.61,53122.73,True,True,True,True,True
6729,2026-01-05,1833,73,13,12,103411.0,178.99,118541.57,True,True,True,True,True
6777,2025-08-15,2998,65,13,5,105856.0,221.66,95166.92,True,True,True,True,True
6787,2025-01-01,1611,63,15,8,26617.0,20.15,7982.96,True,True,True,True,True
6815,2025-06-29,1382,54,11,1,163108.0,332.86,265517.59,True,True,True,True,True
6862,2026-01-18,1718,9,1,10,90.99,,13628.13,True,True,True,True,True
6882,2025-04-05,1684,14,6,11,829.34,,134007.26,True,True,True,True,True
6894,2025-07-30,2273,64,11,4,56323.0,118.55,69221.02,True,True,True,True,True
6896,2026-01-23,2549,53,3,10,776.66,,71858.98,True,True,True,True,True
6915,2025-07-15,6,54,10,3,32020.0,64.03,33943.12,True,True,True,True,True
6923,2026-02-05,2615,73,14,1,1257.29,255.98,118398.26,True,True,True,True,True
6933,2026-01-16,1563,70,12,2,853.73,,112351.12,True,True,True,True,True
6947,2025-05-14,1618,10,5,5,103437.0,183.44,101957.05,True,True,True,True,True
6962,2025-12-21,2082,39,14,8,124060.0,250.11,172069.57,True,True,True,True,True
6974,2025-12-03,698,37,11,10,13211.0,17.81,24600.02,True,True,True,True,True
6975,2025-04-01,2161,14,14,10,9874.0,,4435.82,True,True,True,True,True
6982,2026-02-13,1411,69,1,6,57480.0,,98912.26,True,True,True,True,True
6994,2025-05-13,2814,45,1,7,117300.0,76.26,219686.54,True,True,True,True,True
6999,2025-12-20,2810,47,1,9,17298.0,,16477.58,True,True,True,True,True
7003,2025-12-29,1871,48,14,6,1779.95,,86458.57,True,True,True,True,True
7005,2025-01-06,2234,27,13,10,589.7,,83124.55,True,True,True,True,True
7036,2025-09-11,1503,33,12,10,1367.89,163.67,182873.28,True,True,True,True,True
7037,2025-04-19,100,3,12,1,1.82907,,143797.53,True,True,True,True,True
7047,2025-11-22,1692,18,6,6,113332.0,68.24,186876.75,True,True,True,True,True
7062,2025-09-28,1948,55,13,2,271.26,24.97,23575.9,True,True,True,True,True
7081,2025-01-02,368,55,10,1,119777.0,146.98,50471.5,True,True,True,True,True
7094,2025-02-03,1204,29,5,10,123060.0,296.51,215018.93,True,True,True,True,True
7104,2025-02-03,2194,46,3,4,1.84557,98.53,105097.0,True,True,True,True,True
7116,2025-10-22,104,62,3,4,562.24,,31094.55,True,True,True,True,True
7166,2025-07-21,2388,45,4,11,135724.0,253.76,264355.77,True,True,True,True,True
7175,2025-04-01,1797,32,3,4,1.11968,,130255.33,True,True,True,True,True
7191,2025-05-22,2827,32,14,8,117.44,20.14,19480.85,True,True,True,True,True
7210,2025-11-11,534,26,15,10,62027.0,52.92,99116.65,True,True,True,True,True
7230,2025-11-04,2419,72,1,9,1548.35,,50562.79,True,True,True,True,True
7232,2025-10-17,2642,49,15,12,953.32,230.48,67041.37,True,True,True,True,True
7258,2025-02-05,1063,10,4,6,178644.0,283.89,96533.94,True,True,True,True,True
7262,2025-06-06,1649,38,2,7,1.21685,80.73,60288.89,True,True,True,True,True
7270,2025-06-21,2505,74,15,7,449.99,63.27,35835.77,True,True,True,True,True
7282,2025-06-21,2576,53,2,5,35564.0,27.97,35390.77,True,True,True,True,True
7288,2025-05-04,2907,63,1,7,121592.0,238.18,103405.56,True,True,True,True,True
7298,2026-02-19,1655,5,2,1,138975.0,,58370.75,True,True,True,True,True
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46,True,True,True,True,True
7351,2025-01-04,1033,15,2,3,353.19,,34038.28,True,True,True,True,True
7362,2026-01-05,2632,40,1,7,34999.0,25.52,33400.64,True,True,True,True,True
7363,2025-10-03,2185,52,10,9,102437.0,172.4,137558.75,True,True,True,True,True
7366,2025-07-21,1075,57,8,8,1.0148,,67404.91,True,True,True,True,True
7379,2026-02-05,944,49,15,12,47041.0,102.07,66697.11,True,True,True,True,True
7415,2025-01-23,1131,41,5,12,88079.0,105.39,150956.37,True,True,True,True,True
7426,2025-01-04,148,24,7,4,1979.1,373.73,375572.14,True,True,True,True,True
7429,2025-12-21,248,35,10,1,1279.55,,106009.5,True,True,True,True,True
7431,2025-07-30,1930,45,5,9,38454.0,61.04,70618.29,True,True,True,True,True
7459,2025-08-13,2001,3,5,4,1477.91,,73969.89,True,True,True,True,True
7486,2025-05-14,2103,47,3,3,1.74998,367.05,153467.71,True,True,True,True,True
7488,2025-06-27,828,19,6,12,158524.0,96.6,98141.6,True,True,True,True,True
7502,2026-02-14,1436,52,8,9,86.14,6.78,11543.93,True,True,True,True,True
7525,2025-12-23,800,34,2,6,38831.0,83.9,13031.14,True,True,True,True,True
7532,2025-04-22,1185,70,3,8,998.34,,199108.26,True,True,True,True,True
7544,2025-06-30,1281,37,13,4,1.41422,,279909.02,True,True,True,True,True
7557,2025-04-08,1767,25,6,3,85401.0,73.88,106881.68,True,True,True,True,True
7558,2025-10-14,2895,68,12,10,71584.0,68.54,76807.55,True,True,True,True,True
7573,2025-06-15,243,56,15,3,97492.0,133.21,85994.23,True,True,True,True,True
7591,2026-02-19,992,48,10,4,193671.0,,324162.53,True,True,True,True,True
7592,2025-05-30,947,35,2,8,27019.0,,47919.14,True,True,True,True,True
7627,2025-09-03,2501,3,15,11,148728.0,,278028.61,True,True,True,True,True
7667,2025-05-21,2925,36,2,3,170477.0,326.48,124814.59,True,True,True,True,True
7715,2025-10-31,751,69,12,4,1813.89,315.1,112249.12,True,True,True,True,True
7735,2025-05-14,1287,6,2,12,479.66,,76427.83,True,True,True,True,True
7741,2025-04-04,2556,2,4,1,105852.0,249.63,47109.0,True,True,True,True,True
7742,2025-03-19,817,14,13,6,1.15723,,70803.17,True,True,True,True,True
7776,2025-07-15,2674,47,3,4,6715.0,,3859.05,True,True,True,True,True
7779,2025-07-15,1205,39,13,8,446.23,38.26,49929.74,True,True,True,True,True
7787,2025-09-01,2321,40,15,1,1.90324,238.69,380620.42,True,True,True,True,True
7792,2025-06-30,1161,59,8,12,155736.0,242.4,280576.71,True,True,True,True,True
7809,2026-02-17,1841,64,11,4,166479.0,,309652.03,True,True,True,True,True
7822,2025-03-17,163,71,14,9,24303.0,20.92,42468.27,True,True,True,True,True
7831,2025-07-02,1116,38,4,2,269.46,22.87,42538.35,True,True,True,True,True
7832,2025-09-23,987,12,11,9,82653.0,134.36,121739.21,True,True,True,True,True
7839,2025-05-25,1385,40,13,10,1.74662,372.88,238148.16,True,True,True,True,True
7849,2025-04-29,1527,4,10,8,184892.0,,92562.71,True,True,True,True,True
7857,2025-01-11,1025,20,2,1,190667.0,322.13,253441.09,True,True,True,True,True
7884,2025-12-01,1098,50,15,1,95353.0,192.45,120652.16,True,True,True,True,True
7886,2026-02-15,2150,53,5,4,1.69335,323.51,49058.45,True,True,True,True,True
7887,2025-07-06,472,6,2,6,22137.0,,6432.36,True,True,True,True,True
7892,2025-01-22,510,2,6,9,1812.36,235.24,52654.04,True,True,True,True,True
7898,2026-01-26,877,29,14,8,92223.0,,151157.74,True,True,True,True,True
7913,2025-09-22,511,15,3,4,38616.0,37.04,26392.37,True,True,True,True,True
7939,2025-11-12,2918,59,7,1,135727.0,164.23,189064.45,True,True,True,True,True
7949,2025-12-02,1406,55,3,6,60707.0,49.3,102093.85,True,True,True,True,True
7952,2025-06-27,99,20,11,7,1470.53,,151297.48,True,True,True,True,True
7980,2025-03-03,437,2,7,1,11100.0,,16755.58,True,True,True,True,True
7984,2025-10-25,2000,10,2,9,87290.0,61.75,139250.8,True,True,True,True,True
8006,2025-03-19,612,76,15,5,64482.0,66.99,39111.94,True,True,True,True,True
8019,2025-05-07,1453,65,3,8,20875.0,19.08,18345.43,True,True,True,True,True
8025,2025-12-26,1262,49,14,8,968.44,,179686.77,True,True,True,True,True
8026,2025-06-18,380,22,15,4,885.42,99.56,119240.28,True,True,True,True,True
8054,2025-09-28,2979,39,6,6,78717.0,61.79,114756.16,True,True,True,True,True
8058,2025-12-11,2435,15,15,11,1169.02,198.04,173348.54,True,True,True,True,True
8061,2026-02-08,587,39,10,11,192709.0,,132886.74,True,True,True,True,True
8096,2025-02-10,681,9,12,2,43285.0,34.56,77556.24,True,True,True,True,True
8098,2025-02-03,615,4,5,11,114538.0,64.35,139609.95,True,True,True,True,True
8115,2025-05-02,2045,26,5,8,153457.0,,120252.45,True,True,True,True,True
8116,2025-06-27,806,30,12,11,1.38678,101.8,119981.42,True,True,True,True,True
8129,2025-08-11,280,4,14,9,18638.0,,26393.39,True,True,True,True,True
8154,2026-01-14,2466,55,3,11,1847.74,251.87,312896.4,True,True,True,True,True
8168,2025-02-10,669,41,7,11,55791.0,84.5,70972.59,True,True,True,True,True
8176,2025-07-07,1930,8,5,10,27689.0,32.15,43940.52,True,True,True,True,True
8184,2025-07-18,1748,46,9,12,26488.0,19.85,12522.84,True,True,True,True,True
8218,2025-10-17,1038,43,10,9,15985.0,11.14,14346.76,True,True,True,True,True
8221,2025-03-05,1133,23,11,5,0.0,,102799.55,True,True,True,True,True
8233,2025-04-02,1285,28,13,10,50534.0,,27258.18,True,True,True,True,True
8254,2026-02-14,1888,68,5,6,498.76,59.81,39767.88,True,True,True,True,True
8289,2025-01-22,1298,9,2,12,1882.28,208.31,364796.57,True,True,True,True,True
8321,2025-10-10,1513,60,5,3,1662.2,243.32,142443.48,True,True,True,True,True
8330,2025-07-03,2543,34,14,11,126689.0,216.64,162382.7,True,True,True,True,True
8335,2025-05-30,1943,54,13,5,1268.36,102.68,178705.4,True,True,True,True,True
8336,2026-01-07,42,77,10,12,42886.0,70.2,25725.67,True,True,True,True,True
8363,2025-03-03,776,68,14,8,91089.0,183.23,75020.8,True,True,True,True,True
8379,2025-02-18,2532,6,14,5,1.55489,120.39,122398.69,True,True,True,True,True
8384,2025-10-21,1912,68,7,12,172252.0,319.65,145763.58,True,True,True,True,True
8396,2025-01-28,1874,66,6,3,337.74,,57014.04,True,True,True,True,True
8417,2025-08-21,1330,60,2,1,11385.0,,17932.88,True,True,True,True,True
8448,2025-09-04,953,14,10,4,44669.0,57.27,30367.13,True,True,True,True,True
8464,2025-12-19,834,61,7,7,27712.0,66.13,52548.68,True,True,True,True,True
8505,2025-06-21,496,56,2,7,552.77,134.1,52674.26,True,True,True,True,True
8517,2025-08-14,833,24,6,6,24282.0,,15386.32,True,True,True,True,True
8526,2026-01-29,1619,68,15,5,145174.0,,282775.84,True,True,True,True,True
8546,2025-07-20,2941,71,11,6,49032.0,,19833.55,True,True,True,True,True
8549,2025-01-10,1203,8,6,2,145130.0,,157225.79,True,True,True,True,True
8564,2025-09-11,601,68,3,3,858.49,196.89,138369.78,True,True,True,True,True
8565,2025-12-24,2565,69,2,11,8227.0,8.57,15089.09,True,True,True,True,True
8572,2026-02-07,868,53,13,3,715.96,174.25,36020.36,True,True,True,True,True
8588,2025-07-17,858,75,14,7,1.68916,110.21,148178.28,True,True,True,True,True
8605,2025-04-21,2437,37,3,3,1236.76,,106393.56,True,True,True,True,True
8650,2025-02-23,1513,49,5,11,56110.0,,53734.46,True,True,True,True,True
8657,2025-11-27,148,29,8,11,18883.0,42.93,29871.67,True,True,True,True,True
8686,2025-04-08,424,17,2,6,65839.0,55.92,102120.54,True,True,True,True,True
8696,2025-04-16,1403,25,10,5,17755.0,,11971.02,True,True,True,True,True
8718,2025-01-18,1106,77,4,2,53.71,,2526.97,True,True,True,True,True
8728,2025-07-01,2399,21,8,10,189116.0,,93157.7,True,True,True,True,True
8740,2025-04-15,1679,76,9,12,113409.0,245.66,110405.94,True,True,True,True,True
8754,2025-03-23,129,19,12,2,167173.0,243.93,272955.42,True,True,True,True,True
8806,2025-01-21,2142,30,10,8,115706.0,181.51,34538.8,True,True,True,True,True
8837,2025-10-05,1465,11,8,2,117408.0,93.31,73445.75,True,True,True,True,True
8856,2025-09-29,859,64,5,11,70348.0,57.66,54985.84,True,True,True,True,True
8859,2025-06-07,2312,20,15,4,35612.0,,30653.68,True,True,True,True,True
8869,2025-06-11,201,19,4,3,1114.55,,110247.83,True,True,True,True,True
8884,2025-02-21,978,75,15,3,967.05,192.69,184090.57,True,True,True,True,True
8885,2025-01-17,2533,41,9,9,29721.0,63.64,15411.67,True,True,True,True,True
8895,2025-05-08,1640,26,1,12,82486.0,89.06,17141.27,True,True,True,True,True
8923,2025-04-26,3565,14,12,7,1204.61,214.14,114466.21,True,True,True,True,True
8926,2025-08-24,2888,5,6,1,725.98,,62728.14,True,True,True,True,True
8941,2025-01-10,1901,26,13,10,114578.0,,189670.52,True,True,True,True,True
8976,2025-04-16,1784,70,12,1,33819.0,57.06,40943.89,True,True,True,True,True
8988,2025-05-23,1383,75,4,12,605.09,,17858.68,True,True,True,True,True
9017,2025-01-16,360,4,13,10,1223.57,292.01,219890.95,True,True,True,True,True
9037,2025-04-17,2868,55,6,10,46652.0,,60960.05,True,True,True,True,True
9059,2025-06-03,1296,71,4,6,13562.0,7.43,7679.33,True,True,True,True,True
9060,2025-10-03,3592,5,3,6,32967.0,30.37,53331.27,True,True,True,True,True
9097,2025-06-16,596,72,6,8,94769.0,,48610.81,True,True,True,True,True
9099,2025-06-01,2159,36,13,11,1509.84,,97176.42,True,True,True,True,True
9116,2026-02-04,457,48,12,2,80186.0,51.54,37812.55,True,True,True,True,True
9119,2025-08-16,477,34,13,2,17646.0,41.07,29545.9,True,True,True,True,True
9130,2025-05-04,2263,3,2,12,162619.0,394.58,302911.01,True,True,True,True,True
9133,2026-02-09,2434,43,3,7,1752.45,,280650.05,True,True,True,True,True
9134,2025-05-17,1734,13,8,5,608.19,118.67,98468.29,True,True,True,True,True
9194,2025-02-01,1276,13,13,4,352.27,75.93,14791.08,True,True,True,True,True
9201,2025-11-28,2623,2,7,4,1034.23,,64826.16,True,True,True,True,True
9203,2025-05-31,1540,46,2,5,1.57888,,114953.43,True,True,True,True,True
9215,2025-08-31,480,8,13,6,196670.0,,169042.79,True,True,True,True,True
9228,2025-07-19,57,79,11,2,76416.0,111.69,64152.41,True,True,True,True,True
9233,2025-03-14,1353,59,3,6,42831.0,25.54,73368.43,True,True,True,True,True
9254,2025-07-08,2453,3,8,3,98684.0,234.94,76500.98,True,True,True,True,True
9284,2025-09-06,150,80,6,1,1.52045,,96245.63,True,True,True,True,True
9301,2025-09-19,2686,40,3,12,162487.0,,196285.51,True,True,True,True,True
9307,2025-05-03,2718,57,5,1,119834.0,175.79,85176.93,True,True,True,True,True
9331,2025-07-18,2788,48,11,1,51964.0,,49526.06,True,True,True,True,True
9337,2026-01-27,1529,9,12,12,873.15,144.7,100668.83,True,True,True,True,True
9367,2025-04-04,2410,20,10,12,195346.0,,105773.39,True,True,True,True,True
9382,2025-09-02,649,26,1,7,148987.0,293.14,284079.91,True,True,True,True,True
9400,2025-07-14,2570,38,11,2,27722.0,,19914.74,True,True,True,True,True
9405,2025-09-05,2271,42,13,8,124440.0,104.79,172642.16,True,True,True,True,True
9432,2025-11-26,1842,77,13,6,190939.0,113.7,301689.9,True,True,True,True,True
9441,2025-06-15,473,10,3,7,143396.0,134.42,91912.99,True,True,True,True,True
9457,2025-10-15,271,96,5,3,79458.0,,90196.85,True,True,True,True,True
9500,2025-09-02,2851,46,8,11,81076.0,,41567.62,True,True,True,True,True
9521,2025-02-02,179,48,3,4,96807.0,,29514.86,True,True,True,True,True
9553,2025-11-30,275,18,12,3,29477.0,,56999.59,True,True,True,True,True
9575,2025-12-26,1143,6,4,4,116478.0,199.11,26763.59,True,True,True,True,True
9591,2025-11-20,422,63,1,4,96672.0,,77049.3,True,True,True,True,True
9600,2025-02-28,247,9,3,12,0.0,218.03,159796.36,True,True,True,True,True
9610,2025-05-05,2530,35,3,1,28528.0,48.84,55672.83,True,True,True,True,True
9611,2025-07-17,536,18,8,6,1017.09,,59100.47,True,True,True,True,True
9613,2025-01-28,130,42,6,7,10238.0,18.82,8091.87,True,True,True,True,True
9614,2025-05-19,99,27,7,1,14289.0,18.0,6784.32,True,True,True,True,True
9619,2025-04-02,483,8,12,2,1.21712,243.93,217650.15,True,True,True,True,True
9628,2025-09-23,2500,6,12,4,131246.0,,177977.18,True,True,True,True,True
9643,2025-02-21,335,59,10,9,188804.0,381.98,373926.5,True,True,True,True,True
9662,2025-01-20,1990,5,8,7,1459.68,,57716.5,True,True,True,True,True
9674,2025-10-04,788,59,7,2,83550.0,50.95,67833.83,True,True,True,True,True
9705,2025-08-03,1281,44,15,9,46015.0,,69392.15,True,True,True,True,True
9713,2025-02-28,431,47,13,6,121200.0,188.38,105215.25,True,True,True,True,True
9718,2025-06-02,248,76,2,12,138664.0,168.68,243399.5,True,True,True,True,True
9731,2025-12-27,160,36,1,10,24078.0,50.25,32428.85,True,True,True,True,True
9732,2026-01-05,1288,49,3,9,1.56692,,163751.86,True,True,True,True,True
9736,2025-10-12,2653,6,14,6,65.24,86.18,6240.27,True,True,True,True,True
9743,2025-01-31,2687,16,6,4,22548.0,53.91,24234.25,True,True,True,True,True
9753,2025-08-30,215,24,3,8,122570.0,,214347.07,True,True,True,True,True
9759,2025-04-01,2313,20,8,1,64485.0,,71094.41,True,True,True,True,True
9792,2025-07-13,1119,1,11,4,46544.0,33.23,38702.93,True,True,True,True,True
9847,2025-02-14,234,17,10,5,85217.0,135.16,156290.29,True,True,True,True,True
9854,2025-12-20,1986,72,8,5,96471.0,193.18,96498.61,True,True,True,True,True
9865,2025-03-28,1507,6,11,7,55458.0,,30179.93,True,True,True,True,True
9866,2025-01-31,2602,68,13,9,48865.0,,32894.75,True,True,True,True,True
9894,2025-11-10,45,34,13,12,24298.0,47.2,15198.36,True,True,True,True,True
9898,2025-08-18,1023,2,1,6,1.75969,269.4,136321.6,True,True,True,True,True
9924,2025-06-06,41,38,7,5,87688.0,,158382.7,True,True,True,True,True
9950,2025-05-14,2059,70,10,9,1312.6,,131984.49,True,True,True,True,True
9951,2025-01-26,3869,78,7,6,154007.0,,258762.57,True,True,True,True,True
9959,2025-12-13,2578,78,11,6,26000.0,28.03,34726.26,True,True,True,True,True
9960,2025-02-21,2034,76,7,4,160.44,39.36,6079.69,True,True,True,True,True
10018,2026-01-27,2570,68,14,8,47654.0,,60282.12,True,True,True,True,True
10026,2025-11-11,1690,28,9,2,1.53396,215.07,255569.5,True,True,True,True,True
10061,2025-11-19,426,23,9,5,176425.0,,322407.48,True,True,True,True,True
10084,2025-04-22,62,37,8,5,192811.0,,129632.06,True,True,True,True,True
10103,2026-01-12,293,37,11,10,109802.0,198.41,107799.57,True,True,True,True,True
10178,2025-10-06,1988,79,10,12,53297.0,,63872.92,True,True,True,True,True
10206,2025-03-07,626,7,13,1,189441.0,,251808.79,True,True,True,True,True
10228,2025-09-10,2951,21,2,7,1.46362,,35966.33,True,True,True,True,True
10249,2026-01-14,2109,11,9,2,1194.06,287.99,51677.58,True,True,True,True,True
10282,2026-01-02,2634,119,6,5,1.75891,,284798.19,True,True,True,True,True
10292,2025-01-05,2580,14,7,2,986.06,,108954.48,True,True,True,True,True
10301,2025-11-06,437,42,2,3,7099.0,4.69,12373.39,True,True,True,True,True
10323,2025-01-03,1387,14,7,4,132872.0,,184363.21,True,True,True,True,True
10398,2025-03-08,2799,75,6,9,179970.0,278.41,239245.97,True,True,True,True,True
10403,2025-04-05,2988,61,7,4,120465.0,287.76,29731.87,True,True,True,True,True
10411,2025-02-02,2819,15,4,2,54658.0,,50124.45,True,True,True,True,True
10435,2025-10-08,2629,5,4,7,199006.0,491.95,54501.69,True,True,True,True,True
10439,2025-03-06,764,19,1,5,74404.0,,86602.28,True,True,True,True,True
10444,2025-04-12,2784,18,15,12,29160.0,,20167.24,True,True,True,True,True
10458,2025-08-13,104,7,12,10,228.88,,30829.47,True,True,True,True,True
10470,2025-05-16,846,76,1,8,71545.0,77.41,23813.68,True,True,True,True,True
10471,2025-10-13,66,63,8,10,121347.0,,160971.71,True,True,True,True,True
10475,2025-09-07,1355,75,13,4,20003.0,19.72,23218.54,True,True,True,True,True
10544,2025-12-07,2208,39,6,9,107538.0,221.53,156546.36,True,True,True,True,True
10563,2025-07-03,2265,5,9,8,88672.0,,174642.78,True,True,True,True,True
10570,2025-11-24,2616,44,7,11,125186.0,132.57,31097.97,True,True,True,True,True
10576,2025-01-18,690,3,15,8,161627.0,358.75,48763.26,True,True,True,True,True
10603,2025-07-03,424,52,13,3,38644.0,64.96,22183.78,True,True,True,True,True
10614,2025-03-10,2777,63,8,4,1.2137,,124688.22,True,True,True,True,True
10622,2025-04-24,843,23,6,3,1149.08,244.14,136452.38,True,True,True,True,True
10627,2025-11-25,244,69,8,11,1747.44,,158350.36,True,True,True,True,True
10649,2025-06-14,429,13,11,12,11192.0,8.63,3206.75,True,True,True,True,True
10660,2026-02-15,687,37,2,2,197395.0,362.55,145221.47,True,True,True,True,True
10679,2025-02-02,915,26,8,6,10679.0,25.42,18105.27,True,True,True,True,True
10693,2025-07-29,635,26,6,12,14456.0,22.22,19198.06,True,True,True,True,True
10695,2025-09-21,216,7,13,11,121859.0,,143565.07,True,True,True,True,True
10771,2025-12-18,2668,45,9,10,17182.0,,24769.07,True,True,True,True,True
10785,2026-01-02,1355,63,7,3,101777.0,,32381.84,True,True,True,True,True
10912,2025-03-04,2889,40,15,9,376.22,91.26,12005.7,True,True,True,True,True
10918,2025-01-17,1342,41,1,4,37540.0,481.37,27192.75,True,True,True,True,True
10935,2025-04-29,228,114,4,8,195938.0,176.95,94173.17,True,True,True,True,True
10957,2026-01-11,2407,19,12,6,1389.67,,44556.63,True,True,True,True,True
10967,2025-09-11,1207,39,2,5,34226.0,72.19,18239.71,True,True,True,True,True
10975,2025-01-25,3878,21,13,3,121126.0,,233048.68,True,True,True,True,True
10991,2025-12-22,2161,48,11,3,1.1737,,101569.11,True,True,True,True,True
11009,2025-02-12,949,24,1,7,1.75933,409.45,95665.23,True,True,True,True,True
11012,2025-11-10,1541,19,7,2,159342.0,140.66,52334.06,True,True,True,True,True
11092,2025-04-15,2689,16,6,10,74491.0,151.25,24631.39,True,True,True,True,True
11102,2025-02-06,1788,51,11,2,1690.16,247.3,325235.76,True,True,True,True,True
11116,2025-06-29,156,50,12,12,121451.0,211.96,26514.69,True,True,True,True,True
11163,2025-11-17,333,42,15,1,119876.0,,195483.58,True,True,True,True,True
11169,2025-02-03,119,54,10,10,181589.0,311.84,249235.17,True,True,True,True,True
11190,2025-01-18,1826,64,5,2,1.71901,,196600.9,True,True,True,True,True
11197,2025-02-25,2737,20,10,8,92846.0,202.92,173794.44,True,True,True,True,True
11209,2025-05-01,1189,25,12,3,116293.0,200.53,201853.81,True,True,True,True,True
11223,2025-10-18,1448,11,13,11,239.73,24.34,23060.67,True,True,True,True,True
11266,2025-02-02,1339,48,8,3,1421.12,121.86,44995.79,True,True,True,True,True
11267,2026-02-12,771,30,9,2,1358.09,267.61,221949.79,True,True,True,True,True
11282,2025-01-24,2156,79,2,1,61826.0,118.0,36350.1,True,True,True,True,True
11289,2025-07-25,111,40,15,8,1.15316,,95300.4,True,True,True,True,True
