id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,prima_valida,monto_valido,comision_valida,fecha_valida,ids_validos,motivo_rechazo
6841,,1351,79,7,3,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6842,2025-09-06,3877,67,1,3,249.8,35.58,,True,False,True,True,True,monto_invalido
6843,,394,49,15,6,28645.0,43.84,17017.14,True,True,True,False,True,fecha_invalida
6844,,1869,23,8,12,1.18088,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6845,2025-06-05,875,42,10,5,,301.8,179585.83,False,True,True,True,True,prima_invalida
6846,,854,30,4,7,,,14403.23,False,True,True,False,True,"fecha_invalida,prima_invalida"
6847,,2511,19,7,5,1401.96,,128967.62,True,True,True,False,True,fecha_invalida
6848,,1160,57,7,12,19196.0,30.12,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6849,,448,35,2,1,54545.0,27.83,38924.1,True,True,True,False,True,fecha_invalida
6850,,421,63,7,10,,65.7,62996.47,False,True,True,False,True,"fecha_invalida,prima_invalida"
6851,,2542,11,11,12,116015.0,170.1,28955.01,True,True,True,False,True,fecha_invalida
6852,,293,12,2,1,956.57,,181933.46,True,True,True,False,True,fecha_invalida
6853,,1528,21,10,3,1632.49,,178852.46,True,True,True,False,True,fecha_invalida
6854,,1373,33,4,1,108531.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6855,,1553,26,12,8,61454.0,57.69,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6856,,1937,46,14,1,1540.96,,137134.28,True,True,True,False,True,fecha_invalida
6857,,901,43,7,1,1.73802,,52730.88,True,True,True,False,True,fecha_invalida
6858,2025-06-11,204,29,14,12,1806.62,,,True,False,True,True,True,monto_invalido
6859,,1339,34,1,5,8702.0,8.31,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6860,,1414,39,11,11,460.06,59.31,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6861,,1041,31,13,1,,328.48,242413.59,False,True,True,False,True,"fecha_invalida,prima_invalida"
6863,2025-03-16,2216,34,2,12,80298.0,111.2,,True,False,True,True,True,monto_invalido
6864,,1935,46,15,3,,2146.08,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6865,,538,31,14,9,,,157479.78,False,True,True,False,True,"fecha_invalida,prima_invalida"
6866,,1768,68,6,3,11420.0,27.03,8800.07,True,True,True,False,True,fecha_invalida
6867,,299,14,6,5,137272.0,232.63,255952.01,True,True,True,False,True,fecha_invalida
6868,2025-04-15,1273,12,8,7,140112.0,214.77,,True,False,True,True,True,monto_invalido
6869,,819,12,13,12,74345.0,,130582.18,True,True,True,False,True,fecha_invalida
6870,,1054,6,4,4,14581.0,10.49,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6871,,1074,7,1,12,20080.0,49.12,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6872,,2959,24,8,9,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6873,2025-09-21,273,33,15,12,77599.0,69.77,,True,False,True,True,True,monto_invalido
6874,2025-11-20,2988,58,3,3,,283.95,,False,False,True,True,True,"prima_invalida,monto_invalido"
6875,,210,63,2,1,1.41922,180.76,137771.13,True,True,True,False,True,fecha_invalida
6876,,654,37,10,9,35302.0,64.04,40720.01,True,True,True,False,True,fecha_invalida
6877,,1451,20,6,5,794.61,150.97,133554.9,True,True,True,False,True,fecha_invalida
6878,,2466,41,2,1,32835.0,45.73,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6879,,2449,27,1,5,110702.0,58.52,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6880,,309,23,13,2,1454.4,154.72,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6881,2025-04-07,720,51,2,9,1492.66,314.92,,True,False,True,True,True,monto_invalido
6883,,346,41,6,11,96688.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6884,,1433,35,7,5,65992.0,86.13,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6885,,2207,65,7,11,,,124479.67,False,True,True,False,True,"fecha_invalida,prima_invalida"
6886,2025-09-16,2215,59,13,12,,335.93,137545.04,False,True,True,True,True,prima_invalida
6887,2025-07-17,2880,37,13,3,-1987.61,,,False,False,True,True,True,"prima_invalida,monto_invalido"
6888,,2152,65,12,10,22764.0,14.43,27553.58,True,True,True,False,True,fecha_invalida
6889,,346,53,2,11,169731.0,424.2,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6890,,726,28,4,9,116.34,12.1,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6891,,2637,68,6,6,107014.0,218.53,76210.68,True,True,True,False,True,fecha_invalida
6892,,853,45,7,5,28238.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6893,,1315,75,8,7,14341.0,14.04,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6895,2025-09-01,1053,50,9,10,,178.15,,False,False,True,True,True,"prima_invalida,monto_invalido"
6897,,2687,1,5,3,185516.0,173.5,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6898,,2039,21,15,1,66110.0,,22819.32,True,True,True,False,True,fecha_invalida
6899,,2579,46,1,8,171364.0,178.96,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6900,,2847,43,14,3,,7.66,8656.13,False,True,True,False,True,"fecha_invalida,prima_invalida"
6901,2025-04-22,1520,48,15,4,38474.0,24.0,,True,False,True,True,True,monto_invalido
6902,,2769,59,3,7,109914.0,,26007.0,True,True,True,False,True,fecha_invalida
6903,,2134,1,7,3,179143.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6904,,1834,31,14,5,26225.0,34.66,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6905,,555,30,4,11,109064.0,81.61,81619.1,True,True,True,False,True,fecha_invalida
6906,,568,25,5,1,1.09011,139.79,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6907,,2937,26,6,8,38976.0,35.47,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6908,,2393,74,3,4,640.32,94.78,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6909,,531,36,5,12,724.97,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6910,,669,70,11,12,1869.49,232.19,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6911,2025-02-21,3568,19,5,4,907.15,122.71,,True,False,True,True,True,monto_invalido
6912,,1469,58,14,7,,191.22,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6913,,2211,24,2,4,,37.93,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6914,,2726,26,15,12,100590.0,157.68,143935.99,True,True,True,False,True,fecha_invalida
6916,,279,15,8,6,1211.26,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6917,,1856,65,3,1,,,7774.21,False,True,True,False,True,"fecha_invalida,prima_invalida"
6918,,332,1,8,2,320.27,,12425.06,True,True,True,False,True,fecha_invalida
6919,2025-04-23,1503,12,6,8,170743.0,257.89,,True,False,True,True,True,monto_invalido
6920,,1353,21,2,11,101533.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6921,,465,62,2,3,39475.0,,57049.46,True,True,True,False,True,fecha_invalida
6922,,1654,56,15,3,113656.0,,92567.48,True,True,True,False,True,fecha_invalida
6924,,688,65,13,3,-39995.0,48.27,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6925,,65,52,10,8,16723.0,39.67,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6926,,756,109,1,2,1367.25,324.04,210783.88,True,True,True,False,True,fecha_invalida
6927,,2071,73,2,3,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6928,2026-01-04,1001,3,9,8,57427.0,,,True,False,True,True,True,monto_invalido
6929,,1079,18,7,2,,,97547.09,False,True,True,False,True,"fecha_invalida,prima_invalida"
6930,,2214,70,15,11,150347.0,332.22,171346.05,True,True,True,False,True,fecha_invalida
6931,,524,42,14,7,1785.25,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6932,,527,64,11,3,,,204652.21,False,True,True,False,True,"fecha_invalida,prima_invalida"
6934,,2259,9,11,1,745.75,104.22,142121.99,True,True,True,False,True,fecha_invalida
6935,,1159,24,8,7,108956.0,,66059.49,True,True,True,False,True,fecha_invalida
6936,,1026,36,3,3,,,64124.74,False,True,True,False,True,"fecha_invalida,prima_invalida"
6937,,1075,13,6,8,,283.34,188733.4,False,True,True,False,True,"fecha_invalida,prima_invalida"
6938,,930,23,5,12,1.78673,420.49,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6939,,446,12,15,8,75217.0,,95930.62,True,True,True,False,True,fecha_invalida
6940,,2808,64,8,5,,117.16,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6941,,2403,16,6,6,1.85995,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6942,2025-08-30,348,62,1,4,192676.0,,,True,False,True,True,True,monto_invalido
6943,,2380,16,13,9,123883.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6944,,1465,60,10,4,,309.2,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6945,,1055,22,14,5,1.04119,246.49,118200.78,True,True,True,False,True,fecha_invalida
6946,2025-02-13,1186,57,13,11,159395.0,304.3,,True,False,True,True,True,monto_invalido
6948,2025-05-29,2043,8,15,10,494.16,52.56,,True,False,True,True,True,monto_invalido
6949,,696,114,5,8,135971.0,317.61,140003.07,True,True,True,False,True,fecha_invalida
6950,,2293,11,15,5,1.0823,239.59,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6951,,955,43,3,12,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6952,2025-10-24,721,43,2,12,18525.0,17.31,,True,False,True,True,True,monto_invalido
6953,,591,57,14,9,1611.48,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6954,,1920,24,3,1,,275.84,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6955,2025-10-18,2922,66,7,1,128646.0,194.71,,True,False,True,True,True,monto_invalido
6956,,3522,64,5,12,1695.53,145.18,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6957,,1294,12,6,3,1390.15,311.98,45273.74,True,True,True,False,True,fecha_invalida
6958,,283,55,14,1,188317.0,144.47,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6959,,1002,10,3,3,14412.0,20.97,17997.22,True,True,True,False,True,fecha_invalida
6960,,2213,45,8,2,1.07966,232.55,182338.35,True,True,True,False,True,fecha_invalida
6961,,643,49,10,7,1.84136,174.58,43390.92,True,True,True,False,True,fecha_invalida
6963,,2483,65,13,2,162123.0,,221570.95,True,True,True,False,True,fecha_invalida
6964,,1941,46,10,11,170793.0,188.36,282035.96,True,True,True,False,True,fecha_invalida
6965,2026-01-15,1680,29,9,2,1299.02,,,True,False,True,True,True,monto_invalido
6966,,554,10,8,7,83.67,17.36,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6967,,520,32,10,12,39744.0,,52502.86,True,True,True,False,True,fecha_invalida
6968,,1583,43,6,4,,256.27,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6969,,677,25,2,4,871.71,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6970,2025-02-02,1657,27,9,9,,299.73,,False,False,True,True,True,"prima_invalida,monto_invalido"
6971,,827,7,15,9,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6972,,2577,29,13,7,23473.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6973,,2780,75,8,2,1187.42,190.88,141185.0,True,True,True,False,True,fecha_invalida
6976,2025-09-03,1129,79,5,1,168723.0,208.66,,True,False,True,True,True,monto_invalido
6977,,639,1,10,1,1.88747,277.14,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6978,2026-02-20,1754,35,2,5,78384.0,67.45,,True,False,True,True,True,monto_invalido
6979,,237,33,8,6,130738.0,200.82,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6980,,1505,42,1,1,123337.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6981,,1776,14,8,4,492.88,103.98,82699.34,True,True,True,False,True,fecha_invalida
6983,2025-05-28,895,34,11,9,,,248868.98,False,True,True,True,True,prima_invalida
6984,,1368,33,10,4,165717.0,326.87,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6985,,882,67,11,6,86954.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6986,,420,35,10,12,0.0,54.22,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6987,2025-02-15,365,53,13,12,246.41,,,True,False,True,True,True,monto_invalido
6988,,2405,57,9,8,133548.0,158.97,105792.53,True,True,True,False,True,fecha_invalida
6989,,2489,16,3,4,124528.0,279.09,69277.7,True,True,True,False,True,fecha_invalida
6990,2025-06-05,223,64,3,5,65038.0,105.29,,True,False,True,True,True,monto_invalido
6991,,2339,12,1,11,187239.0,398.34,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6992,,861,71,5,11,,287.08,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6993,,839,35,7,2,54599.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6995,,2868,46,5,9,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
6996,,945,67,10,10,169101.0,293.29,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6997,,1799,56,12,2,171839.0,396.22,,True,False,True,False,True,"fecha_invalida,monto_invalido"
6998,,2844,27,14,6,52681.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7000,,842,29,5,5,20686.0,,34238.1,True,True,True,False,True,fecha_invalida
7001,,1476,29,3,3,39450.0,95.05,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7002,,1164,48,3,5,208.66,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7004,,50,58,3,12,1.7833,336.12,141132.57,True,True,True,False,True,fecha_invalida
7006,,1844,11,1,5,38596.0,82.52,30355.28,True,True,True,False,True,fecha_invalida
7007,,687,80,1,12,10556.0,,12065.62,True,True,True,False,True,fecha_invalida
7008,,1543,24,2,11,119657.0,,110129.92,True,True,True,False,True,fecha_invalida
7009,,2602,35,5,3,1199.69,197.43,150138.96,True,True,True,False,True,fecha_invalida
7010,,2783,31,1,4,,97.89,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7011,,230,25,2,11,190334.0,,71924.02,True,True,True,False,True,fecha_invalida
7012,,2953,29,1,6,,9.65,3907.23,False,True,True,False,True,"fecha_invalida,prima_invalida"
7013,,506,4,2,7,111326.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7014,,2934,78,4,10,76238.0,162.78,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7015,,328,13,10,12,70179.0,62.06,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7016,,2728,65,11,2,,,33700.87,False,True,True,False,True,"fecha_invalida,prima_invalida"
7017,,532,36,10,10,1338.31,154.64,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7018,,2277,79,4,7,49691.0,66.33,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7019,,1643,57,13,3,,,105231.42,False,True,True,False,True,"fecha_invalida,prima_invalida"
7020,,816,28,12,1,42096.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7021,,1167,7,10,3,97569.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7022,,2541,52,14,4,182539.0,,155097.03,True,True,True,False,True,fecha_invalida
7023,,3666,62,15,2,139241.0,,70643.02,True,True,True,False,True,fecha_invalida
7024,,2906,59,1,4,662.8,135.21,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7025,,1307,5,5,12,883.31,108.24,164873.82,True,True,True,False,True,fecha_invalida
7026,,924,1,12,7,178.07,9.87,14545.86,True,True,True,False,True,fecha_invalida
7027,,213,78,6,7,1925.25,389.98,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7028,,1980,49,4,4,170824.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7029,,1452,28,4,2,105937.0,,76157.24,True,True,True,False,True,fecha_invalida
7030,,583,57,14,3,98303.0,113.52,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7031,,2022,53,13,6,97490.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7032,,1255,48,13,8,173918.0,235.67,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7033,,190,40,5,6,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7034,,281,21,3,8,89317.0,,165266.64,True,True,True,False,True,fecha_invalida
7035,,419,48,13,8,104937.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7038,,3686,61,13,1,,135.63,87646.11,False,True,True,False,True,"fecha_invalida,prima_invalida"
7039,,425,63,9,6,27086.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7040,,2174,59,3,8,,90.24,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7041,,315,46,12,2,151009.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7042,2025-03-06,1441,55,2,11,49792.0,79.48,,True,False,True,True,True,monto_invalido
7043,,860,66,2,7,1667.26,319.27,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7044,,917,38,7,4,167615.0,290.37,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7045,,913,74,14,8,179131.0,339.06,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7046,,1018,11,5,6,892.31,127.19,77015.9,True,True,True,False,True,fecha_invalida
7048,,2802,95,12,3,70129.0,129.68,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7049,,1588,73,4,10,,,74594.01,False,True,True,False,True,"fecha_invalida,prima_invalida"
7050,,535,60,11,8,118699.0,192.88,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7051,,2409,61,15,1,14939.0,,9016.6,True,True,True,False,True,fecha_invalida
7052,,1593,77,15,9,105674.0,214.9,142183.19,True,True,True,False,True,fecha_invalida
7053,,1814,57,8,7,80229.0,,77536.49,True,True,True,False,True,fecha_invalida
7054,,193,8,10,5,,,96541.08,False,True,True,False,True,"fecha_invalida,prima_invalida"
7055,,767,27,1,11,,,30544.72,False,True,True,False,True,"fecha_invalida,prima_invalida"
7056,2025-04-30,2324,48,15,3,1092.94,80.05,,True,False,True,True,True,monto_invalido
7057,,1717,35,3,8,181150.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7058,2025-03-16,2963,35,4,2,,146.89,,False,False,True,True,True,"prima_invalida,monto_invalido"
7059,,2631,76,11,7,52452.0,51.5,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7060,,1695,3,8,2,,194.89,65836.32,False,True,True,False,True,"fecha_invalida,prima_invalida"
7061,2025-04-14,2826,27,7,6,81573.0,196.3,,True,False,True,True,True,monto_invalido
7063,,2759,66,2,6,51288.0,,21204.57,True,True,True,False,True,fecha_invalida
7064,,2144,103,4,8,,,8255.22,False,True,True,False,True,"fecha_invalida,prima_invalida"
7065,,346,50,10,9,0.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7066,,2346,36,6,10,1468.95,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7067,,2278,67,10,7,99609.0,75.93,101325.26,True,True,True,False,True,fecha_invalida
7068,,1890,22,1,5,1.73348,196.35,282556.95,True,True,True,False,True,fecha_invalida
7069,,1737,42,7,11,,76.38,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7070,2025-01-16,2203,57,8,2,1800.24,347.18,,True,False,True,True,True,monto_invalido
7071,,697,50,3,10,96087.0,123.26,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7072,,1385,42,3,3,,90.77,51337.17,False,True,True,False,True,"fecha_invalida,prima_invalida"
7073,2025-08-24,1268,21,15,5,1.12198,117.14,,True,False,True,True,True,monto_invalido
7074,,763,65,11,5,95876.0,87.15,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7075,,2616,9,13,8,94.52,14.66,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7076,,964,15,1,4,1833.83,,252665.87,True,True,True,False,True,fecha_invalida
7077,,2391,22,14,7,1.62861,343.63,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7078,,269,8,15,10,1.56741,356.2,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7079,2025-06-03,1965,3,13,10,1953.09,,,True,False,True,True,True,monto_invalido
7080,,1458,56,13,4,48414.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7082,,2182,27,7,11,1.78288,145.32,253368.94,True,True,True,False,True,fecha_invalida
7083,,755,9,10,2,1637.9,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7084,,232,53,9,11,198973.0,481.68,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7085,,2180,55,3,11,731.27,73.14,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7086,,702,24,4,9,34271.0,55.68,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7087,2026-02-16,1915,65,9,2,79570.0,47.07,,True,False,True,True,True,monto_invalido
7088,,2297,73,15,1,164886.0,,303045.86,True,True,True,False,True,fecha_invalida
7089,,2726,75,6,9,71074.0,,94602.29,True,True,True,False,True,fecha_invalida
7090,2025-10-14,1483,65,13,7,69071.0,60.16,,True,False,True,True,True,monto_invalido
7091,,700,74,12,11,163363.0,,171257.75,True,True,True,False,True,fecha_invalida
7092,,1389,56,14,8,1348.39,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7093,2025-07-08,2268,54,14,7,1.8804,,,True,False,True,True,True,monto_invalido
7095,,842,35,8,3,77672.0,56.11,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7096,,1196,55,4,7,50137.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7097,2025-06-23,2418,11,2,10,52646.0,64.94,,True,False,True,True,True,monto_invalido
7098,,3610,69,3,11,1508.72,2515.93,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7099,,407,49,9,2,57497.0,,95472.25,True,True,True,False,True,fecha_invalida
7100,,2605,68,6,3,20501.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7101,,2660,22,8,7,172865.0,424.6,237651.27,True,True,True,False,True,fecha_invalida
7102,,2273,53,3,11,5490.0,10.57,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7103,,2463,50,4,3,95572.0,159.33,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7105,,891,5,6,4,149856.0,248.7,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7106,,2964,70,1,8,479.34,50.08,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7107,,1909,29,5,7,27375.0,19.77,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7108,,205,67,13,11,1067.85,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7109,,1504,77,13,2,22489.0,46.08,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7110,,2145,80,7,2,85469.0,195.88,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7111,,2496,73,11,3,236.75,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7112,,2466,26,7,5,67433.0,95.04,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7113,,2111,76,15,11,,292.12,123484.67,False,True,True,False,True,"fecha_invalida,prima_invalida"
7114,,637,68,2,6,,179.54,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7115,2025-12-13,78,69,12,1,59281.0,130.72,,True,False,True,True,True,monto_invalido
7117,,1862,103,4,2,608.09,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7118,,471,55,8,4,1.27144,258.69,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7119,,494,1,1,6,99760.0,140.71,39877.42,True,True,True,False,True,fecha_invalida
7120,,1322,78,15,5,37928.0,65.94,60473.77,True,True,True,False,True,fecha_invalida
7121,,272,38,3,11,1.41108,,278188.79,True,True,True,False,True,fecha_invalida
7122,,1833,29,15,2,124440.0,212.81,153564.35,True,True,True,False,True,fecha_invalida
7123,2025-08-17,1099,70,7,10,42979.0,61.34,,True,False,True,True,True,monto_invalido
7124,,1274,78,11,7,163017.0,,69095.85,True,True,True,False,True,fecha_invalida
7125,,2599,60,2,10,401.07,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7126,,2850,70,9,1,1127.54,237.32,42133.4,True,True,True,False,True,fecha_invalida
7127,,594,12,12,7,1174.23,238.99,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7128,,2846,56,6,5,145915.0,222.25,234054.28,True,True,True,False,True,fecha_invalida
7129,,2010,79,13,4,45141.0,37.33,88944.64,True,True,True,False,True,fecha_invalida
7130,,380,4,9,7,26307.0,14.86,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7131,,574,4,1,1,33941.0,80.22,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7132,2026-01-28,418,11,12,7,92724.0,,,True,False,True,True,True,monto_invalido
7133,,1004,18,5,4,,234.34,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7134,,2116,3,9,1,1.55724,377.57,208206.93,True,True,True,False,True,fecha_invalida
7135,,2142,60,1,2,1.71843,202.92,49897.52,True,True,True,False,True,fecha_invalida
7136,,2491,76,14,4,46897.0,50.05,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7137,,1143,52,12,7,1082.23,,191760.37,True,True,True,False,True,fecha_invalida
7138,,2175,75,5,3,708.81,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7139,,2784,15,10,2,102353.0,162.13,117250.99,True,True,True,False,True,fecha_invalida
7140,,2257,52,12,8,529.4,26.51,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7141,2025-11-18,2663,59,11,11,1.98041,406.34,,True,False,True,True,True,monto_invalido
7142,,969,72,10,3,36578.0,40.87,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7143,,1742,38,5,12,127.49,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7144,,131,66,5,7,56151.0,,94161.49,True,True,True,False,True,fecha_invalida
7145,,539,32,1,8,80625.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7146,,2578,75,12,5,,,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7147,,303,56,15,2,1.40844,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7148,,994,80,1,2,,318.91,,False,False,True,False,True,"fecha_invalida,prima_invalida,monto_invalido"
7149,,1099,46,7,2,47444.0,117.98,37481.53,True,True,True,False,True,fecha_invalida
7150,,1143,55,12,11,1.46837,,255769.6,True,True,True,False,True,fecha_invalida
7151,,707,16,5,6,7787.0,14.75,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7152,,1851,67,11,3,515.55,40.37,67613.39,True,True,True,False,True,fecha_invalida
7153,,246,45,5,9,27479.0,,6664.62,True,True,True,False,True,fecha_invalida
7154,2025-09-28,333,57,9,2,14985.0,,,True,False,True,True,True,monto_invalido
7155,,1238,59,3,6,58828.0,,94036.0,True,True,True,False,True,fecha_invalida
7156,,1094,71,12,8,94162.0,,157560.12,True,True,True,False,True,fecha_invalida
7157,,2531,66,9,6,90637.0,217.79,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7158,,86,2,5,10,77523.0,171.66,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7159,,115,49,3,5,145.8,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7160,,2223,67,12,5,142379.0,,,True,False,True,False,True,"fecha_invalida,monto_invalido"
7161,,1179,6,6,9,1543.35,268.81,242568.57,True,True,True,False,True,fecha_invalida
7162,,52,74,2,1,189384.0,187.04,,True,False,True,False,True,"fecha_invalida,monto_invalido"
