id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
633,5243,10-06-25,1215.30,Rechazado
634,18267,2025/12/31,6524.10,
635,13335,20/02/2026, 2689.49 ,Cerrado
636,22410,21-02-2025,N/A,
637,22494,01/05/2025,"8,852.96",ABIERTO
638,19539,2025-12-12,"10,177.49",Abierto
639,10248,04-07-25,1516.11,
640,13475,2025/07/25,"12.933,19",Abierto
641,21496,15/03/2025,8941.22,Abierto
642,6639,27-01-2026,"6,072.88",ABIERTO
643,4604,2026-02-12,"13,596.15",Cerrado
644,21088,2025-11-26,5253.85,
645,11915,2025/04/27,8814.08,cerrado
646,4770,15/02/2025, 5803.73 ,Abierto
647,22110,08-19-25,N/A,Cerrado
648,4252,2025-07-13,"7.226,64",Abierto
649,12061,02-03-26, 8161.32 ,Abierto
650,24671,2025-09-05,6124.17,Rechazado
651,16433,2025/06/26,10165.98,
652,8973,19/01/2026,-,ABIERTO
653,8325,2025/11/29,3436.47,
654,19098,28-01-2025, 11940.83 ,
655,14468,25-06-2025,4379.27,ABIERTO
656,7208,03-11-2025,"10,346.31",
657,23993,18/01/2026,12774.15,cerrado
658,9973,2026/02/20,7195.36,Rechazado
659,8391,2025/01/24,"8.128,14",cerrado
660,24254,2025-06-08,4004.38,cerrado
661,6981,21/10/2025,-,
662,15605,16-12-2025,,Abierto
663,15104,04/12/2025, 13252.17 ,
664,5731,2026/02/21, 5577.51 ,
665,21165,12/11/2025,9060.55,cerrado
666,10515,11/01/2025,"1,415.47",
667,22850,2025/09/06,"14.333,09",Rechazado
668,12401,01-04-2025,,Rechazado
669,17465,2025/10/24,"1,905.81",Abierto
670,25645,26-07-2025,"5,730.79",ABIERTO
671,9678,2025-07-02,"3,157.22",
672,18183,26/03/2025,"14,404.32",
673,12793,04-27-25,"7,026.08",cerrado
674,9099,2025-10-27,"5,490.56",ABIERTO
675,4118,30/01/2026,"11.468,98",
676,25652,11/12/2025,"4,329.18",
677,19888,2026/01/30, 8543.66 ,ABIERTO
678,24681,2025/05/01, 1097.13 ,Rechazado
679,777,27-01-2025,5565.28,
680,7570,28-12-2025,12621.97,Cerrado
681,6234,15-10-2025,N/A,
682,23566,26/07/2025,"13.620,41",Rechazado
683,23539,2025-10-22, 10505.35 ,Cerrado
684,13740,2025-07-24,13370.29,cerrado
685,8447,16/07/2025,"5,431.73",cerrado
686,20908,11-06-25,"7.236,55",
687,15875,2025-06-18,-,Rechazado
688,9946,2025/01/14,"10.893,34",
689,10280,23/01/2025,"10,161.02",cerrado
690,679,23/06/2025, 14161.93 ,Abierto
691,12163,11-04-25,-,Abierto
692,7865,17-05-2025,"7,245.23",Abierto
693,239,02-11-26,"2.587,50",cerrado
694,16051,02-23-25,2151.57,Rechazado
695,21466,28-11-2025,"3.201,99",
696,7945,2025/09/18, 7898.62 ,
697,8619,2025-10-10,"11,461.41",ABIERTO
698,18567,2025-01-20,-,cerrado
699,24920,2025-01-22,"2,235.03",Rechazado
700,19484,01-03-2025,"5,388.51",
701,10012,12-02-25,"5,662.35",
702,2873,06-14-25,"5.179,61",cerrado
703,6331,10-02-2025,2355.04,
704,13263,17-11-2025,-,Cerrado
705,13150,12-11-2025, 11601.83 ,Rechazado
706,2757,08-25-25,"13,278.87",cerrado
707,24991,2025-11-27,"7,549.29",Abierto
708,25560,02-02-26,,Rechazado
709,16266,2025/01/16,-,cerrado
710,24697,2025-02-12,10893.55,
711,24433,10-16-25,,cerrado
712,24680,01-07-26,13399.70,cerrado
713,20970,21-07-2025,2303.55,cerrado
714,5994,26-04-2025,"10.205,69",Cerrado
715,23754,2025-12-18,"10.141,18",Abierto
716,12752,16-09-2025,118.87,
717,17888,29-06-2025,N/A,
718,7795,2026/02/22,"12.169,40",Abierto
719,15868,25-12-2025,"1,394.24",cerrado
720,24674,02-06-26,"1,668.36",Abierto
721,21605,25/10/2025, 10947.61 ,cerrado
722,17682,2025/02/16,10999.55,Abierto
723,24857,2025/01/15, 508.97 ,Cerrado
724,23742,02-24-25,8822.98,cerrado
725,9321,02/01/2026,"7.244,32",
726,20483,2026/01/31,-,Rechazado
727,25607,01-14-26,"9.084,17",ABIERTO
728,19693,02-08-25, 2934.75 ,
729,4497,2025-11-14, 336.98 ,ABIERTO
730,16114,2025-01-18,-,ABIERTO
731,22473,12-11-2025,"3.126,48",Cerrado
732,20771,06-18-25,"3,214.48",ABIERTO
733,16099,10-08-2025, 12090.96 ,ABIERTO
734,906,2025/06/07,"3.328,44",
735,10034,2025/05/15,325.07,
736,1668,27-08-2025,1066.12,cerrado
737,8626,23/11/2025,8378.93,Cerrado
738,21149,04/09/2025,12608.36,
739,25838,09-10-25, 6691.62 ,Cerrado
740,10643,2025-02-04,,cerrado
741,22401,12-21-25, 5135.94 ,
742,6027,2025-12-03, 8073.42 ,
743,17172,2025-09-05,"3,761.89",
744,8360,2026-02-03,"2.020,77",ABIERTO
745,22996,20/11/2025, 1381.36 ,cerrado
746,10464,09-02-2025,,cerrado
747,2468,01-07-2025,10010.05,Rechazado
748,20797,14/01/2025,"5,210.91",Abierto
749,14183,2026/01/06,8218.95,cerrado
750,7697,2025-10-08,"5.380,56",ABIERTO
751,19485,2025-08-04,"11.169,95",
752,3750,01-10-2025, 12176.52 ,
753,1456,10-10-25,"3,016.99",cerrado
754,6917,07-23-25, 14564.02 ,
755,11416,2025/10/01,"4,159.67",Abierto
756,14767,2026/02/18,-,
757,19194,03-24-25, 2954.35 ,Cerrado
758,20407,08-31-25,N/A,Rechazado
759,8302,19-09-2025, 3052.94 ,
760,20684,2025-08-02,N/A,
761,97,08-03-2025, 12403.25 ,Rechazado
762,18894,23/09/2025,11117.21,
763,21471,12-02-25,"7,154.89",
764,9791,15-10-2025,5691.21,cerrado
765,23282,2025/01/19,1172.20,
766,11542,11-15-25,,
767,6334,2026-02-04,"12,486.42",Abierto
768,17775,2025/03/18,"6,684.29",Cerrado
769,14602,11-17-25,"3,895.18",Abierto
770,13566,2025-09-24,"9,355.26",ABIERTO
771,25633,12/10/2025,,cerrado
772,12625,2025/10/22,"11.637,18",Cerrado
773,20762,16/12/2025,7728.89,
774,12939,27/09/2025,"11,202.95",cerrado
775,13123,2025-04-07,"3,021.45",Rechazado
776,21701,2025-03-01,"14.772,14",Rechazado
777,25653,2025-10-10,"13,048.69",
778,466,2025/07/30, 14257.82 ,
779,6799,07-08-25,-,ABIERTO
780,11745,2026-02-04,"9,907.16",Abierto
781,3134,21/11/2025, 11122.43 ,cerrado
782,6674,2025/03/09, 4364.59 ,ABIERTO
783,16516,2025/04/17,"7.253,18",
784,8863,2025/12/05,,cerrado
785,13180,04-06-25,"8,136.02",
786,19362,11-07-25,N/A,
787,15672,24-05-2025, 3901.09 ,cerrado
788,19721,2025/10/06,,Cerrado
789,24449,02/04/2025,"12.583,00",Cerrado
790,9179,11/02/2026,N/A,
791,786,14-11-2025,"11.956,55",
792,19152,03/01/2026,8222.52,
793,9967,15/10/2025,"6.943,75",
794,6939,16-11-2025,"3,297.63",Rechazado
795,18424,15-03-2025,"7.565,56",Cerrado
796,16905,2025-01-06,"13,179.02",ABIERTO
797,17041,01-30-25,"11.728,06",Cerrado
798,9464,11-07-2025,"-9,622.54",cerrado
799,11920,2025/05/21,8440.96,ABIERTO
800,1975,12-14-25,"8.292,32",Abierto
801,10815,11-10-2025, 14958.46 ,ABIERTO
802,6531,01-25-25, 14323.70 ,Cerrado
803,13409,24/12/2025,13826.32,Abierto
804,5193,2025/08/23,767.61,ABIERTO
805,14256,04-07-2025, 3088.12 ,cerrado
806,23617,10/11/2025,"10.174,82",
807,22910,30-07-2025,13637.84,Rechazado
808,8362,15/05/2025,"14.553,74",
809,3561,09-27-25,"4.364,29",Abierto
810,11163,2026-02-08,6044.37,Abierto
811,22989,2025-07-12,"14.492,11",cerrado
812,7450,08/09/2025,"7,610.44",Abierto
813,1969,2025/05/23,"5.858,60",Abierto
814,6170,07-01-2026,,
815,9848,18/01/2025, 1187.79 ,ABIERTO
816,22324,14-02-2025,"10,355.24",
817,5151,03/02/2026,-,Cerrado
818,14589,2025/02/18,"11,864.54",Abierto
819,5330,28/04/2025,"9,561.37",Rechazado
820,24370,2025/10/30,4963.22,Cerrado
821,17238,30/11/2025,N/A,ABIERTO
822,3042,18-10-2025,11626.56,ABIERTO
823,5148,12-04-25,"14.340,42",ABIERTO
824,18973,2025-04-08,9516.18,Cerrado
825,22006,23/10/2025, 5117.41 ,
826,12367,2026/01/17,"9.969,24",cerrado
827,24558,2025-08-12,"3,709.87",cerrado
828,2640,05/01/2026,"8.600,05",
829,17197,12-12-2025, 6676.28 ,
830,11751,2025/04/09,N/A,Abierto
831,9957,03-12-2025,8993.77,Rechazado
832,3475,22-12-2025, 9461.23 ,Rechazado
833,6103,05/04/2025,"13.411,06",Abierto
834,4637,16-02-2026,N/A,Abierto
835,16319,2025-10-18, 9169.42 ,
836,23099,2025-03-16,688.22,Abierto
837,1687,2025-07-06,1640.78,Cerrado
838,1618,12-09-25,-,ABIERTO
839,5627,13-05-2025,N/A,ABIERTO
840,12030,2025/07/30,N/A,Rechazado
841,4360,02-01-25,"12.737,06",Abierto
842,19198,08-27-25,"10.786,07",ABIERTO
843,6564,2025/12/21, 13205.44 ,
844,5928,11/12/2025,5490.32,Cerrado
845,13175,10-09-25, 4442.61 ,Rechazado
846,16436,2025-02-09,"5,636.39",Rechazado
847,20614,2025/01/11,"11.042,11",
848,25755,02-02-26,N/A,cerrado
849,12309,04-11-25,"6,366.94",ABIERTO
850,9751,2025/04/23, 9186.57 ,Rechazado
851,17927,17/02/2025,"501,54",Abierto
852,12066,2025-09-11,"2.254,60",Cerrado
853,19756,29/12/2025, 9050.18 ,Cerrado
854,7708,11-02-2026,"-14,084.73",
855,2289,10/05/2025, 1159.96 ,Rechazado
856,25525,07/01/2025,"10.915,67",Abierto
857,1484,29/06/2025, 1471.64 ,Cerrado
858,2946,13/01/2026,12490.65,Rechazado
859,22653,2025/08/18, 7300.88 ,cerrado
860,15538,2025-01-07, 14296.85 ,Abierto
861,12983,2025/11/11,,Rechazado
862,18675,2026/02/10,"10.467,37",
863,6005,2025-01-06, 13650.52 ,Cerrado
864,20430,2025-10-05,"13.342,56",cerrado
865,21386,06-08-25,,
866,18456,2025-03-25,"13.514,54",cerrado
867,3500,22/05/2025, 9701.84 ,ABIERTO
868,6666,02/02/2026,853.04,
869,12599,2025/12/19,-,ABIERTO
870,15653,2025/09/09,8242.35,Rechazado
871,20090,2025-01-03,-,Rechazado
872,16566,11-20-25, 4539.83 ,ABIERTO
873,15212,07-21-25, 8365.73 ,ABIERTO
874,18047,11-22-25,"10,000.73",Rechazado
875,18074,04-05-25, 13160.02 ,Cerrado
876,20967,19-08-2025, 1786.91 ,
877,7112,13/10/2025,9381.60,
878,10168,2025/10/22,"8.935,21",cerrado
879,15051,13/06/2025,10473.53,
880,11799,2025-03-15,,Cerrado
881,1160,13-02-2025,"14,837.14",cerrado
882,15099,2025/04/11,"6,468.18",Rechazado
883,8904,27-04-2025,"6.133,42",Cerrado
884,2828,2025/07/16,-,Cerrado
885,12659,2025-03-03,"9.224,07",
886,9085,2025-04-22,,
887,15902,06-28-25, 4924.89 ,cerrado
888,13722,11-07-2025,698.38,
889,3295,2025/03/30, 3508.23 ,ABIERTO
890,12963,2025/07/26,4734.11,Rechazado
891,5149,11/12/2025,"8,959.00",
892,477,2025/03/24,N/A,
893,15751,10-16-25,"4.979,42",
894,20520,05/01/2026, 5313.13 ,
895,19216,14-01-2026,7478.23,Abierto
896,19486,01-15-25,,Rechazado
897,15786,2025/02/24,7020.23,cerrado
898,9095,22/06/2025, 12669.98 ,
899,13030,2026-01-29,348.08,Cerrado
900,17242,25/06/2025,"4,820.85",Rechazado
901,9443,08-04-2025,"9.973,45",Rechazado
902,6042,19-02-2026,"2.072,73",
903,24211,2025-04-21,"1.906,88",Cerrado
904,20112,05/01/2026,-14404.26,ABIERTO
905,19964,11-03-25,862.86,Cerrado
906,11499,11/11/2025,10802.07,Rechazado
907,10899,2025-10-03,-,Abierto
908,22889,03-31-25,,Abierto
909,23985,2025/04/15,10199.91,Rechazado
910,15374,02/10/2025,,Abierto
911,7753,01-29-25,-,
912,7100,17/04/2025,-,Rechazado
913,24281,2025-06-18,559.31,Rechazado
914,3674,02-15-25,"822,39",Abierto
915,22534,05/09/2025,-,ABIERTO
916,21501,06-11-2025,"13.527,30",ABIERTO
917,6888,05-01-2025,"12.592,60",
918,7889,2025-01-25,9589.21,Rechazado
919,1612,01-17-25,"3,709.68",ABIERTO
920,13269,2025-09-18,"8.357,84",
921,635,05-18-25,8664.03,Rechazado
922,21030,08-12-25,9249.04,Abierto
923,15771,06/07/2025,4528.70,Cerrado
924,4758,09-11-2025,-1173.60,
925,13202,2025/06/03,"9,733.32",Abierto
926,12960,17/05/2025,-,cerrado
927,9497,2026/01/01,"8.756,13",
928,19642,14-10-2025,3641.04,Rechazado
929,7077,2025-03-15,N/A,
930,19882,17-01-2026,7930.85,
931,10395,18/06/2025, 9407.13 ,
932,18329,13/02/2026,12118.68,Cerrado
933,21679,02-07-2025, 8414.42 ,
934,8280,07-14-25,N/A,Rechazado
935,9187,2025/05/21, 9943.93 ,Rechazado
936,20440,26/05/2025,"9.412,71",Rechazado
937,17087,04-27-25,"11.588,54",Rechazado
938,21310,2026/02/24,1907.58,
939,22950,14-09-2025,"10.651,65",
940,14722,26-07-2025, 12050.35 ,Abierto
941,8357,05/08/2025,"6.459,51",ABIERTO
942,20787,09-30-25,3926.48,
943,21096,2025-05-31,-,Cerrado
944,16392,02-11-2025,-,Cerrado
945,3389,2026-01-11, 3574.17 ,Abierto
946,6105,01-06-25, 7893.41 ,ABIERTO
947,25720,2025/09/26,,cerrado
948,25579,15-02-2026,2845.66,Abierto
949,6109,01-07-2025,"1,755.99",Abierto
950,12819,29/06/2025,,
951,23831,17-01-2026,-,Rechazado
952,9363,08/01/2025,,ABIERTO
953,13907,2025-02-24, 11543.65 ,Cerrado
954,5140,05-20-25,"8,041.41",Rechazado
955,20635,20/04/2025,"3,080.23",Rechazado
956,2405,20-05-2025,-,Rechazado
957,24483,10-21-25,"11,523.16",Abierto
958,7503,2025/06/20,"11.063,01",
959,23727,02-01-2026,-,Abierto
960,1448,2026-01-21,"10,946.39",
961,7305,2025-03-09,-,
962,6145,07-24-25,N/A,ABIERTO
963,23266,2025-10-23,N/A,Cerrado
964,17969,2025-04-27,,Cerrado
965,1471,01-09-26,"11,318.24",cerrado
966,18796,01-09-25, 3648.68 ,cerrado
967,1199,20-03-2025,13030.52,cerrado
968,5183,2025/07/19,"7,366.53",Abierto
969,16047,21-04-2025,N/A,
970,15665,2025-01-21,"10,080.90",Abierto
971,3878,18/05/2025, 13000.22 ,Cerrado
972,8783,2025/05/20,"11.852,24",ABIERTO
973,826,2025-12-03,"8,506.95",
974,9936,2025/08/20,-,
975,21736,23-08-2025,12466.51,
976,13491,2025/09/19,"14,763.99",
977,24253,2026/02/20,"2.092,45",Abierto
978,22436,26-03-2025,"8.311,65",Abierto
979,21383,2025/08/13,N/A,Abierto
980,12364,08/06/2025,,ABIERTO
981,7969,01-04-25,6736.39,ABIERTO
982,2212,03-04-25, 9426.16 ,ABIERTO
983,6254,2025/07/10,"1.576,27",Cerrado
984,23321,06-29-25,"6,275.77",
985,13966,30/11/2025,N/A,ABIERTO
986,11266,05/02/2025,"10,351.13",
987,285,01-29-26,"2.407,18",Cerrado
988,13768,2025/06/13,"13.570,71",ABIERTO
989,8745,30/07/2025,"6.809,15",Rechazado
990,5952,04-05-2025,"-12.460,96",Cerrado
991,22158,2025-08-26,"7.637,27",
992,2475,2025-05-10,N/A,Abierto
993,2043,2025/09/30, 8645.40 ,cerrado
994,14120,2025/11/24,-,ABIERTO
995,25741,2026/01/27,"12,613.58",Cerrado
996,21960,2025-11-21,"860,32",Abierto
997,24838,15-11-2025,N/A,Abierto
998,24397,2025/08/30,8487.11,cerrado
999,25689,2026/01/03,N/A,Abierto
1000,18897,2025-12-29,354.26,
1001,3875,07-22-25,"4.027,89",
1002,17643,2025/02/10,-,cerrado
1003,22903,2025/08/01, 14621.41 ,Abierto
1004,25647,2025-12-27,"10.855,63",Cerrado
1005,1804,09-06-25,"11,494.27",
1006,13101,17-11-2025,"8,980.27",
1007,5235,2025-04-23,"3,436.21",Rechazado
1008,23461,2026/02/16,-,
1009,595,2025-07-31,"12,266.00",cerrado
1010,766,01-29-25,"1,055.61",cerrado
1011,21442,2025/03/26,"13,421.57",Cerrado
1012,4651,2025-08-05,"8,060.87",cerrado
1013,20157,06/12/2025,-,Cerrado
1014,1892,18/01/2025,N/A,ABIERTO
1015,3822,2025-11-09,"4,198.73",
1016,16618,16/09/2025,2878.66,Rechazado
1017,25716,03-30-25,,Cerrado
1018,21542,2025-04-06,"8.348,28",Rechazado
1019,17243,15/03/2025, 7585.45 ,
1020,20476,01/08/2025,"9,638.23",
1021,6409,2025-09-06,-,ABIERTO
1022,22714,10-15-25,"2,551.17",cerrado
1023,24296,11-22-25, 2166.64 ,Rechazado
1024,16567,25-08-2025, 5252.85 ,Cerrado
1025,4210,23/07/2025,"9,442.08",ABIERTO
1026,12458,2025/11/02,-,Cerrado
1027,15572,2025-06-29, 12459.20 ,cerrado
1028,3752,01-03-25,,Abierto
1029,7880,23-01-2025,6128.39,Abierto
1030,24881,04-01-2026,427.88,
1031,15756,07-01-25,3056.54,
1032,3331,2025/06/06,"13,707.48",Abierto
1033,4230,2025/01/22,"11.481,62",
1034,2399,20-01-2025,"6.493,63",Rechazado
1035,12033,2025/05/12,N/A,Cerrado
1036,17772,2026/01/14,"10,598.48",Rechazado
1037,23259,09/01/2026, 10301.15 ,Rechazado
1038,8757,04-18-25,"581,68",Abierto
1039,25599,14/01/2026,N/A,Cerrado
1040,20928,20-11-2025, 13560.16 ,Rechazado
1041,10322,2026/02/12,"5,303.75",cerrado
1042,8757,2026/01/01,"2.918,19",Abierto
1043,4254,01-31-25,11298.38,cerrado
1044,22668,05-11-25,930.74,
1045,10458,2025/05/19,"5.355,52",
1046,6717,2025-01-20,-,Abierto
1047,15632,2025-11-24,"4,927.00",ABIERTO
1048,649,26-01-2025,7422.33,cerrado
1049,6326,27-09-2025, 12496.34 ,cerrado
1050,18759,2025-10-02,"14.754,13",ABIERTO
1051,8317,05-28-25,"10.460,32",Rechazado
1052,10082,2025/05/13,"933,54",cerrado
1053,8739,2025/07/01,"13.256,69",ABIERTO
1054,178,02-22-25,8796.59,Abierto
1055,20636,2025-10-31,8440.05,
1056,3455,2025-08-17,4182.88,Rechazado
1057,12563,2025-07-24,8110.11,ABIERTO
1058,19074,20-02-2025,"10,412.27",cerrado
1059,14253,26-08-2025,,Rechazado
1060,19021,03-10-25,6011.35,
1061,25739,09-03-25,"10,090.98",ABIERTO
1062,9345,17/12/2025,-,
1063,10311,30/03/2025,506.85,
1064,20345,2025-08-26,,cerrado
1065,21567,23/08/2025, 10277.84 ,Abierto
1066,13573,18/09/2025,,Rechazado
1067,3241,2025/01/04, 2155.91 ,Rechazado
1068,22744,07-16-25,"6,905.13",ABIERTO
1069,3723,01-02-2025, 1091.83 ,Rechazado
1070,14008,2025/10/15,13456.22,
1071,6778,2025/08/27, 5828.56 ,ABIERTO
1072,24530,08-01-2025,"2,521.52",cerrado
1073,8355,22-01-2025, 13989.65 ,Cerrado
1074,15640,2025/09/15, 1922.21 ,Cerrado
1075,14674,01-06-2025,5148.29,Cerrado
1076,18032,09/01/2025, 7758.51 ,
1077,6270,08-26-25,1997.62,Abierto
1078,13241,2025/11/09,"7,515.70",
1079,11635,07/09/2025,"14.296,79",Abierto
1080,14736,28-11-2025,"3,743.04",Rechazado
1081,7513,2025/08/04,-,Abierto
1082,5493,01-08-25,"14.666,07",
1083,1337,22-06-2025,224.42,Cerrado
1084,2742,2025/03/24,"4,897.88",Rechazado
1085,10737,2025/12/05,5919.75,ABIERTO
1086,20808,25/05/2025,-,cerrado
1087,10117,2025-10-09, 4498.53 ,Cerrado
1088,22336,08/08/2025,"6.990,68",cerrado
1089,22409,2025/06/21, 11798.06 ,cerrado
1090,23591,20-02-2026,"8.369,37",cerrado
1091,5775,02-21-26,2220.73,
1092,17119,03-18-25,N/A,Abierto
1093,14884,02-17-26,"4,005.29",Rechazado
1094,3560,2025/02/23,N/A,
1095,16132,21-12-2025, 13687.41 ,Cerrado
1096,6981,01-18-26,N/A,
1097,8950,11-02-2025,"4,937.18",
1098,19355,05/07/2025,"7,889.33",ABIERTO
1099,8554,24-07-2025, 13054.94 ,cerrado
1100,21437,09-03-2025, 4353.92 ,Cerrado
1101,14604,01-01-2025, 9132.38 ,Abierto
1102,25677,2025/01/09,6992.09,ABIERTO
1103,15069,2025-06-29,"12.721,61",Abierto
1104,23259,20-01-2025,"5,724.16",Cerrado
1105,18411,05-25-25,N/A,
1106,11451,2025-04-13, 5959.99 ,
1107,13130,13-07-2025,"7.120,85",cerrado
1108,7405,2025-03-28, 3579.10 ,Rechazado
1109,21960,05/08/2025,234.11,ABIERTO
1110,7307,2026/01/01,"6,284.09",Abierto
1111,14354,03/09/2025,,
1112,16501,2025/03/26,"5,502.88",Cerrado
1113,24868,2025-11-13, 6794.36 ,
1114,17658,09-06-2025,N/A,
1115,2855,2025-04-02,"4,674.38",cerrado
1116,15493,2025/12/08,"9,778.99",Cerrado
1117,21480,05/05/2025,N/A,cerrado
1118,23771,2025/03/31, 8827.30 ,
1119,24714,2025-11-13, 11083.46 ,Rechazado
1120,13861,2025/01/30, 11213.71 ,
1121,20858,12-11-25,"795,70",cerrado
1122,12929,2025-03-04,3493.27,ABIERTO
1123,6641,2025/12/08,"1.082,95",Abierto
1124,3461,29/07/2025,10686.06,
1125,25600,2025-10-28,"13,156.95",cerrado
1126,3841,28-05-2025,-,Cerrado
1127,10355,15-02-2025,-,Rechazado
1128,14020,2025/08/01,"4.521,74",Rechazado
1129,9207,2026-02-11,"1,999.09",
1130,688,01/09/2025, 1651.92 ,cerrado
1131,19776,2025-12-05, 749.79 ,Abierto
1132,23813,10-10-25,"13,473.39",
1133,16811,02-24-25,N/A,
1134,5072,06-16-25,-,Cerrado
1135,15345,17/05/2025,"2.176,94",cerrado
1136,11801,07-05-25,5310.68,
1137,1806,09-09-2025,"9.584,18",ABIERTO
1138,17240,08-08-2025,"1.170,01",cerrado
1139,6215,16/01/2025,13514.51,Abierto
1140,23028,2025/11/01, 6684.61 ,cerrado
1141,7917,11-16-25, 4405.51 ,cerrado
1142,14020,11/04/2025, 3255.10 ,Cerrado
1143,3121,12-03-2025,"4.454,47",cerrado
1144,17946,2025-11-04,"12,781.95",ABIERTO
1145,2981,2026-02-05,1217.23,Abierto
1146,15338,04/06/2025,1484.94,
1147,20793,2025/04/04,"3,113.62",Rechazado
1148,1940,10-06-2025,13283.55,cerrado
1149,19340,2025-10-13,14517.55,Cerrado
1150,23730,2025/06/11,N/A,
1151,3324,23/01/2026,6532.67,ABIERTO
1152,7979,12/07/2025,"11.733,04",Rechazado
1153,14250,26-01-2025, 12636.25 ,
1154,11248,2025-09-22,"8.440,60",Cerrado
1155,1189,2025-10-25,"4,509.87",ABIERTO
1156,15020,24-09-2025,,Cerrado
1157,11302,2025/03/11,,ABIERTO
1158,4891,01-02-25,2632.99,Rechazado
1159,6964,05-26-25, 14016.53 ,ABIERTO
1160,1948,23-01-2026,"9.201,13",
1161,21907,01-09-26,"530,88",cerrado
1162,12743,2025-10-17,"9.761,68",
1163,10671,2025/10/26, 9755.75 ,
1164,23556,11-22-25,"3.978,56",ABIERTO
1165,9198,14/03/2025,N/A,cerrado
1166,24114,04-04-25,"3.471,47",Rechazado
1167,286,2025/08/05, 8397.54 ,cerrado
1168,19075,30/04/2025,N/A,ABIERTO
1169,11760,2025-02-23,3075.23,cerrado
1170,12816,10/01/2025, 8627.81 ,ABIERTO
1171,6309,2025-09-26,"7,539.72",Cerrado
1172,10330,09-14-25,N/A,Rechazado
1173,24937,2025-07-15,10267.29,cerrado
1174,13,01-05-26,-,
1175,14609,2025-09-03,"2.394,64",Abierto
1176,4604,2025-11-17,"768,24",
1177,20034,2025-03-09, 1063.96 ,ABIERTO
1178,453,2026/01/16,"4,385.65",Abierto
1179,6385,30/10/2025, 513.60 ,Rechazado
1180,19288,2025/05/10,1147.20,cerrado
1181,801,2025-08-21,"7.863,08",Rechazado
1182,24739,2025-03-15,,ABIERTO
1183,5467,28-01-2026,"10.477,86",ABIERTO
1184,15381,2025/06/26,"2,152.09",
1185,15619,2025-01-31,"5,907.17",
1186,11436,2025-11-21,"9,269.46",ABIERTO
1187,20954,05-19-25, 4227.36 ,
1188,11278,2025/02/09,9954.49,cerrado
1189,13758,2026-02-21,7538.65,Cerrado
1190,2561,2025/07/21,9708.16,
1191,24567,2025-09-12,8626.26,
1192,8295,15-06-2025,"6,741.92",Rechazado
1193,4216,06-10-2025,8502.18,Rechazado
1194,12360,2026-02-22,"1,257.06",
1195,1088,11-15-25,,
1196,10349,2025-08-02,"9,104.31",Cerrado
1197,22770,02-12-2025,,Abierto
1198,1007,20/03/2025,N/A,cerrado
1199,7316,17/10/2025,,cerrado
1200,14387,01-01-25,"1,174.91",cerrado
1201,10811,01/12/2025,N/A,Abierto
1202,15557,2026/02/04, 11977.15 ,Abierto
1203,20049,15-04-2025,"10,830.41",Abierto
1204,10792,2026/02/09,2449.52,
1205,2785,07-18-25,-,
1206,15823,2025/06/11, 9814.88 ,cerrado
1207,1951,05/10/2025,"7.073,11",Abierto
1208,12085,06/03/2025,"7.292,34",
1209,20312,29/05/2025,"1.540,00",Rechazado
1210,24186,2025-07-08,"12,984.46",Cerrado
1211,23782,23-12-2025,N/A,Rechazado
1212,18598,2025-02-20, 5927.99 ,
1213,17164,14-11-2025,,
1214,4547,08-03-2025,,
1215,10385,01-02-25,"2,146.77",Rechazado
1216,19985,06-07-2025, 11207.21 ,Rechazado
1217,1757,2025/10/22, 13977.45 ,Cerrado
1218,13968,2026-02-20,5718.28,cerrado
1219,12303,05-02-25,-,Rechazado
1220,11652,01-31-26,"9,053.89",
1221,8298,19-01-2026,-,Abierto
1222,4761,16-08-2025,-,
1223,8808,2026-01-27,5726.65,Abierto
1224,12468,2025-04-07,"13,427.65",Rechazado
1225,23885,09-22-25,"12,134.93",
1226,4251,2025/07/05,-,cerrado
1227,25832,03/10/2025,N/A,
1228,2407,16/06/2025,5542.27,Cerrado
1229,405,03-06-25, 2902.16 ,
1230,10348,04/05/2025,"14,201.74",
1231,21623,10-10-2025,,ABIERTO
1232,13777,28-05-2025,"14.407,87",Cerrado
1233,19055,2025/04/08,493.42,Rechazado
1234,18450,09-12-25, 9867.50 ,Cerrado
1235,8554,05-17-25,9417.71,Abierto
1236,18995,2025/05/25,"14,867.87",ABIERTO
1237,19508,02-12-2025,"9.713,00",Abierto
1238,9697,2025-03-23,1040.72,Cerrado
1239,21836,06-12-25,"12,831.95",Rechazado
1240,16223,04/07/2025,277.84,
1241,21089,02-17-26,"1.043,91",cerrado
1242,16772,2025-03-07,,
1243,7188,2025/03/28,"2.976,15",Cerrado
1244,12283,2025-03-23,7946.62,Abierto
1245,9315,10-01-25,"5.018,98",
1246,22854,2025/04/05, 2984.77 ,Cerrado
1247,16943,20-01-2026,"13,951.22",
1248,23191,21-01-2025,-,Cerrado
1249,20643,2025-11-17,6978.95,Cerrado
1250,639,2025-07-26, 10710.26 ,
1251,5220,20-02-2025,"10,460.04",
1252,22472,2025-07-08, 2721.90 ,cerrado
1253,8538,2025-09-11,N/A,Abierto
1254,20454,2025-10-02,,Rechazado
1255,5220,2025/12/05,"115,46",Rechazado
1256,19180,27/07/2025, 4203.56 ,ABIERTO
