id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
2748,,1707,24,6,11, 1945.51 ,"367,75",70593.89
2749,26-05-2025,1328,49,10,7,"60,26",,-
2750,,276,68,8,2,"1,630.28",105.54,236601.13
2751,2025/02/17,2846,19,11,8,,"206,55",N/A
2752,07/11/2025,2923,12,1,4,N/A, 11.76 , 21642.86 
2753,2025-01-27,1756,33,5,1, 1215.16 ,-,"177,843.00"
2754,20-07-2025,91,6,6,5,"351,56","46,70","29.030,68"
2755,29/05/2025,307,32,13,9, 1864.70 ,406.07,"143,354.95"
2756,,242,50,13,2,1015.84, 176.29 ,"114,022.94"
2757,2025-02-25,3634,41,10,11, 1488.05 ,, 37244.73 
2758,2026-02-06,989,29,9,3, 1609.91 ,N/A,84861.62
2759,21-10-2025,2096,78,5,8,1263.06,218.24,N/A
2760,19-01-2025,905,30,9,12,"352,71","72,20", 16427.23 
2761,2025-03-11,1905,5,6,10, 307.51 ,N/A,"7.707,52"
2762,01-30-26,1808,64,7,8,,N/A,"195,855.72"
2763,,162,51,12,7,, 80.62 , 45049.87 
2764,11-24-25,75,56,12,2,"1,156.21",-,125989.74
2765,2025/02/15,1449,27,2,6,"1.929,91",98.94,"299.866,80"
2766,2025/06/18,1629,9,5,2,"1,995.92",276.03,"226.975,00"
2767,02-09-2025,2783,74,9,2,, 245.23 ,162193.06
2768,,2933,24,6,10,"1.869,22",-,
2769,12-28-25,2085,38,4,12,N/A,88.12,"31,157.31"
2770,2025-03-21,2282,52,13,10, 700.92 ,116.95,N/A
2771,10-10-2025,1419,18,2,11,133.71,"25,50","8.066,67"
2772,02-13-26,347,34,9,3, 0.00 ,68.31,
2773,2025/11/07,2001,35,3,11,,"101,45","166,678.88"
2774,2026-01-31,1298,28,13,10,"1,646.00", 394.08 , 270771.28 
2775,13/11/2025,2283,65,10,4, 974.73 ,"124,54",
2776,2025-03-04,2178,39,5,9,"1,014.25","168,33","23.364,26"
2777,22/09/2025,1872,66,3,6,"1.740,80","156,34",69091.29
2778,2026/02/05,1497,30,4,11,"1.377,83",283.22, 27599.11 
2779,,2558,30,4,8,184.67,"29,04", 15429.82 
2780,2025-06-15,1066,69,15,2,"1.149,58",233.61,"65.538,27"
2781,2025-01-16,327,77,13,2,903.43, 153.93 ,"101,036.94"
2782,13/03/2025,1321,6,2,8,"1,637.32",, 55638.70 
2783,01-09-25,2870,40,11,5,995.37, 142.15 ,"150,077.80"
2784,2025/10/23,2284,32,2,12, 236.17 ,46.36,18551.71
2785,08-10-25,3633,38,11,5,N/A,N/A,"74,305.74"
2786,2025-03-04,1302,6,13,3, 1950.92 ,"341,58","262.401,38"
2787,11-06-2025,2424,36,15,9,96.41, 7.42 ,"11,960.23"
2788,01/07/2025,249,77,4,4,1290.95,"236,44","76,842.16"
2789,07/02/2026,2090,37,6,3,"1,133.59", 103.52 , 139578.36 
2790,02-13-25,133,27,9,3,270.26,41.86,13827.22
2791,2025-10-16,2579,76,10,7, 1650.74 ,283.58,"86,517.75"
2792,05-30-25,1384,49,3,2, 744.14 ,"86,40",N/A
2793,2025/02/28,2716,73,12,1,539.22,"55,45",66540.17
2794,2025-12-02,2519,65,9,7, 1608.57 ,"210,14",-
2795,11-07-25,52,2,7,2,"1,123.29",90.51, 28994.68 
2796,11-04-2025,1506,80,13,3,-,,"94.284,31"
2797,2026/02/11,1522,80,4,10,1093.93, 156.72 ,"207.792,88"
2798,16/03/2025,3554,15,3,1,"1,572.96",389.92,"252,419.32"
2799,25/01/2026,2554,14,13,5,310.79, 71.81 ,20989.57
2800,,2092,39,7,7,72.67,4.00,
2801,15-07-2025,146,46,12,8,339.10,68.52,N/A
2802,2025/07/03,2179,17,7,4, 1896.56 ,N/A,"279,510.04"
2803,23/07/2025,865,37,1,12,741.01,-,62536.35
2804,2025/12/26,2243,9,3,9,, 90.31 , 341990.77 
2805,27-11-2025,474,59,10,6,"838,54","128,93","160.849,01"
2806,25/02/2025,1416,49,6,8,"607,64",,"104,500.84"
2807,,2207,15,9,1,"1.577,86",382.02, 206492.29 
2808,15/05/2025,143,58,2,12, 1453.63 ,"161,24",193181.25
2809,08/01/2026,1075,46,7,5,N/A, 141.16 ,"21,694.68"
2810,2025-10-21,2385,17,7,4,430.41,24.32,"59,325.23"
2811,14/08/2025,2949,56,2,6,"1,128.36",232.17,93073.90
2812,14-10-2025,1345,65,4,2,1893.91,,"96.282,47"
2813,01-10-2025,1514,40,4,7,N/A,68.25,N/A
2814,,1191,21,14,9,"543,64",N/A,
2815,2025-08-19,2875,37,3,11,1243.49, 268.43 ,36749.93
2816,03-06-2025,84,38,12,8,1111.09,201.79,182486.71
2817,2025-09-13,992,73,14,8,1547.64, 94.77 , 53201.80 
2818,02-27-25,2384,51,11,8,-,-,"171.048,69"
2819,2026/02/07,2587,40,5,11, 315.54 ,-,"57.509,17"
2820,11/06/2025,437,23,7,6,"1.774,74","263,89",168237.21
2821,,1910,70,4,3,222.81,"17,88","42.646,90"
2822,2025/09/27,2767,44,7,12,"-1,391.96", 206.45 ,"149,315.34"
2823,04/06/2025,724,39,3,4, 751.15 ,834.91,"133.299,14"
2824,2025-10-01,1651,16,9,3,"242,14","42,47", 5296.92 
2825,2025-03-01,698,9,13,12,782.21,, 68327.25 
2826,11/10/2025,2498,45,15,3,"1.246,51",228.79,"130,293.60"
2827,2025-06-13,2116,33,11,6, 1215.08 ,-,146456.12
2828,2025-06-12,1339,42,7,2,"427,34",73.37,"66.444,58"
2829,10-02-2026,562,42,9,5,-,"125,49","103,464.06"
2830,2025-09-17,1111,76,10,5,, 18.30 , 6372.35 
2831,,302,39,1,1,"1,899.21", 354.63 ,309410.75
2832,2025-09-18,2151,44,8,12,719.94,,
2833,,2813,78,6,5,"1.279,30",N/A, 98958.75 
2834,2025-05-06,772,32,9,2,1513.63, 301.16 , 294087.11 
2835,2025/01/14,1538,80,11,1,-, 161.89 ,"85.482,33"
2836,2025/02/02,1064,28,7,5,888.00, 145.35 , 131733.70 
2837,03-05-25,765,41,9,5,"72,01", 15.12 ,6815.97
2838,2025/01/08,1999,75,8,12,545.79,"96,54","101.152,45"
2839,23-10-2025,946,32,5,9, 1784.46 ,"225,22", 138214.07 
2840,05/07/2025,825,9,12,12,"1,020.48",186.79,"146.767,50"
2841,04-12-2025,501,20,9,12,N/A, 111.23 ,"32.642,36"
2842,2025-04-27,2446,9,7,11, 1237.16 ,108.57,-
2843,24/05/2025,2145,14,13,2,944.15,"193,11", 44165.45 
2844,2025/11/21,213,49,14,4,"1,230.45",-, 140747.22 
2845,28/01/2025,226,63,9,10,,248.20, 235496.57 
2846,29/06/2025,297,15,4,5,"1,141.01","155,28",224214.36
2847,02-20-25,1994,29,11,3, 1140.38 , 129.82 ,"164.026,57"
2848,05/01/2025,2867,1,14,10, 612.78 ,151.28, 39178.09 
2849,24/12/2025,951,34,1,6, 1957.01 ,,
2850,27-04-2025,904,16,7,8,"281,48","69,65",
2851,28/05/2025,1208,17,11,12,"530,04", 62.98 ,"96.453,65"
2852,2025/07/22,2159,62,10,3, 1908.14 ,N/A,-
2853,09/01/2025,2289,64,9,11, 1763.34 ,,N/A
2854,,2437,76,11,6,1629.68,141.84,"71.079,05"
2855,08-02-25,2167,12,4,9,,356.37,"214.169,54"
2856,,2760,18,12,5,"1.234,10",182.07,203253.84
2857,08/05/2025,2662,1,15,2,852.96,185.79,-
2858,2025-01-11,1789,79,1,5,527.01,122.78, 66324.47 
2859,2025-03-17,1040,37,2,9,-,"36,06", 93394.04 
2860,15/01/2026,1353,50,9,2,,-,"11,652.68"
2861,02-03-26,641,27,6,12, 1238.78 ,161.40,-
2862,30/04/2025,2342,13,7,6,"1.789,24",149.00,"252,849.55"
2863,22-07-2025,1175,68,13,1, 74.18 , 13.92 ,"10.357,23"
2864,02-03-25,2016,19,8,12, 1023.53 ,"195,94","159.638,44"
2865,2025/02/25,1067,76,4,1,-110.84,21.87,
2866,02-05-26,1268,26,7,5,,"239,02",N/A
2867,,1603,53,14,5,657.03,144.63,-
2868,14/04/2025,1138,74,11,3,-,,
2869,,2916,63,10,11, 583.95 , 32.72 ,
2870,25-04-2025,2963,56,14,5,-,311.51,N/A
2871,10-16-25,1994,75,13,8, 1922.18 ,319.36,"329,370.12"
2872,17-02-2026,2728,26,12,2,"665,93",,93873.12
2873,2025-01-19,317,48,5,5,945.93,59.31,63378.72
2874,18/02/2026,2800,29,3,9,"1,013.64",181.12,"29.673,66"
2875,2025-12-07,238,77,12,2,1584.24, 307.40 ,"134.562,78"
2876,05-27-25,590,51,10,12,"1,433.16",220.88,"275.048,18"
2877,10-10-2025,772,80,11,1,"1,452.22",95.45,"164,155.29"
2878,2025-12-29,2932,27,11,12,,130.26,"87,206.71"
2879,18-01-2026,1813,6,2,9,"464,13",37.72,"31.191,67"
2880,2025-02-13,2205,68,2,6,"1,743.43",242.94,N/A
2881,2025/05/14,1396,78,9,3,217.63,N/A,"18.648,75"
2882,2025-01-05,2584,29,15,1,"429,70", 105.43 ,25759.15
2883,02-01-2025,2605,54,12,5,1707.28, 86.13 ,87454.05
2884,01-22-25,1594,3,15,2,"1.499,21",100.57,"92,754.28"
2885,19/12/2025,2024,34,6,4,1645.81, 313.27 ,"132,150.14"
2886,2025/09/18,678,33,6,10,"1.820,64",425.92,N/A
2887,06-01-2026,3548,7,10,10,790.81,48.11,
2888,2025-07-31,1518,26,12,6,,,"99.759,04"
2889,,1115,20,11,5,1296.95, 150.84 ,"190.383,72"
2890,27-09-2025,1676,16,11,6,"921,40",,-
2891,2025-08-10,824,68,10,11,"1.146,97","151,77", 25178.60 
2892,07-26-25,1146,22,12,5,1255.31,139.83, 192757.23 
2893,2025/07/22,2997,77,2,8, 1314.17 , 113.54 ,130116.17
2894,28/03/2025,529,76,7,4,"194,50",23.56, 5570.24 
2895,08-02-25,17,79,8,2,440.94,66.14,N/A
2896,15-02-2026,1656,39,8,12,N/A,95.23,"158.280,58"
2897,05/05/2025,2696,42,5,4,287.35, 41.44 ,"53,659.64"
2898,06-01-2026,1536,80,14,4,"388,38",,
2899,2025-05-16,328,53,3,4,"1,702.56",134.68,"232,189.20"
2900,2025-03-19,1961,55,14,1, 1729.81 ,"289,32","90,730.04"
2901,2025/11/17,2097,48,13,6,"1,493.57",116.15,N/A
2902,07-20-25,2395,4,13,11,, 78.53 , 107058.12 
2903,05/07/2025,983,28,6,10,"1,354.73","137,58","37,951.82"
2904,04-11-25,2948,42,14,1, 816.80 ,163.50,"130,008.28"
2905,31-08-2025,2227,1,14,7,-,157.90, 93855.96 
2906,19/01/2026,2050,46,12,6, 264.79 ,38.67,"47.309,75"
2907,06-22-25,1261,46,7,12,"706,76",82.59,N/A
2908,03-05-25,3555,72,3,3,1611.32,"329,40","50.873,06"
2909,11/01/2026,700,70,2,7,"644,84","73,16",92753.24
2910,10-24-25,2011,19,7,4,N/A,"64,70",N/A
2911,10-03-2025,611,7,6,1, 286.09 ,19.22,
2912,2025-01-25,544,75,14,8,, 114.94 , 67888.74 
2913,2025/08/16,378,12,7,3,1627.08,N/A,
2914,12-04-25,2628,60,6,10,-, 384.26 ,"158,155.02"
2915,01-12-25,1933,10,4,9,"1.164,99",116.94,
2916,21/05/2025,348,14,3,4,1765.29, 194.10 ,"164.484,34"
2917,2025-08-24,1260,101,12,6,"0,00", 41.12 ,N/A
2918,09/12/2025,259,17,4,8,N/A,"125,61","153,780.42"
2919,23-01-2026,2534,75,11,10, 169.79 ,"19,11","17.804,40"
2920,,3506,80,7,2,"1.394,59",,"240.332,22"
2921,01-04-26,435,1,1,7,"1,355.04",195.44,219863.65
2922,02/12/2025,2861,59,11,4,597.53,N/A,"63,563.90"
2923,09/02/2026,2154,8,2,9, 1738.47 ,274.74,188575.07
2924,24/03/2025,1736,57,5,6,"1.383,11",-, 45989.80 
2925,15/09/2025,532,4,14,3,N/A,,"296,063.16"
2926,2025/01/05,713,46,2,6,958.81,"70,10","162.118,82"
2927,24/02/2025,2239,47,11,1,"916,22","197,69", 31100.25 
2928,24-07-2025,1506,69,5,9,,"276,85",N/A
2929,2025-09-06,869,59,1,11, 410.80 ,78.62,"43,519.63"
2930,2025-07-04,1485,16,5,6,1129.30,264.43,"89,299.22"
2931,2025/07/13,1005,75,11,1,75.38,"17,68",2893.70
2932,2025/04/19,2461,5,7,11, 51.68 ,9.37,"8,808.87"
2933,2025/05/14,1288,8,11,6,"1.113,31",243.52,-
2934,25/01/2026,1930,38,3,3,682.54,"1,160.09","135,466.96"
2935,02-16-25,886,5,2,10, 475.88 ,97.58,85885.76
2936,,1179,25,7,2,601.51,127.96,-
2937,02-01-2026,2598,33,5,5,-,,39416.01
2938,30-08-2025,1875,12,1,9,"1.487,41",368.80,"134.811,87"
2939,26/01/2026,139,61,8,2, 1688.29 ,373.53,
2940,2025/12/30,1069,76,11,8,"1.415,45",N/A,-
2941,2025-11-03,351,79,3,9,"1,198.71",,"49.384,95"
2942,2025-09-09,2152,56,3,7,585.12,"121,23",87672.43
2943,2026-01-10,2554,2,11,8,"1,091.74","143,24", 208928.67 
2944,11-01-2025,140,65,3,7,"1.978,04", 290.09 , 146429.39 
2945,03-27-25,384,73,9,10,N/A,354.85, 175282.10 
2946,03-02-2025,2417,76,3,6,"992,57", 73.36 , 101649.87 
2947,14-04-2025,2845,15,12,2,-1543.10,"115,71","137.570,37"
2948,19/01/2025,2540,66,15,11,"764,35","130,25","26,699.64"
2949,29-01-2026,2352,25,2,11,,189.94, 44975.23 
2950,12-12-2025,1818,67,11,10,,"154,33",
2951,09-10-25,2608,24,10,8,252.54,16.05,35989.99
2952,03-23-25,389,70,14,12,"406,80",63.06,"65,523.37"
2953,01/04/2025,383,20,6,10,"1,419.64",256.71, 255211.28 
2954,2025/09/21,2667,15,14,1,694.14, 158.53 , 118657.32 
2955,24/03/2025,1000,28,7,10,"526,86", 36.86 , 99827.53 
2956,07-02-2026,2427,37,2,6,,112.60,N/A
2957,2025/02/19,2943,42,2,4,, 84.44 ,"149,002.08"
2958,2025/12/17,934,50,2,9,"1.548,62",190.73, 196445.78 
2959,10-16-25,2893,4,11,11,1855.57,263.79,"153,409.28"
2960,2025/04/27,685,73,1,1,"1,585.79",318.31,233027.76
2961,03-27-25,344,48,2,2,-,21.37,"22.599,22"
2962,22-07-2025,385,35,14,1,-,19.00,7241.46
2963,2025/09/05,1258,34,8,12,-, 11.97 , 10485.13 
2964,04-28-25,2331,16,7,1,142.35,N/A,10251.29
2965,2026-01-23,1711,32,13,6,"628,92","111,28","125.095,40"
2966,07-18-25,1906,45,11,10,"1,050.48",244.97,"149.889,19"
2967,2025/01/05,2198,46,2,2,"297,80",42.57,54508.11
2968,23-06-2025,1752,53,1,6,"1.403,27", 228.44 ,"212,895.11"
2969,2025/11/20,2175,19,6,7,1218.20,99.26,-
2970,2026-02-09,478,3,3,11,126.88,19.02,9651.76
2971,11-09-25,87,69,6,8,"1,135.01",251.47, 55211.90 
2972,13-09-2025,1200,67,7,1,,N/A,"72,456.18"
2973,2025-08-15,996,23,11,9,N/A,168.92,"83,958.82"
2974,2025/09/26,1708,12,10,9,N/A, 23.40 ,"47,337.58"
2975,25-09-2025,730,40,2,12,-,,"145.428,82"
2976,16-02-2026,2336,68,7,8,"1,397.70", 263.76 ,N/A
2977,2025/08/25,720,69,10,3,,101.88,"118.494,52"
2978,13/04/2025,233,77,15,10,1936.78,"185,47",-
2979,2025-07-14,1510,34,9,4,-, 300.37 ,N/A
2980,2026-01-17,1345,53,7,11,N/A,"265,55",N/A
2981,2025/02/25,1010,73,4,5,"1.856,85",189.37,259330.79
2982,14-01-2026,1758,5,4,1,1931.79,"461,10", 266778.82 
2983,06-13-25,2234,66,8,10,1973.90,174.90, 331416.09 
2984,,1813,67,8,1,496.43, 90.21 ,83252.90
2985,02-03-26,1592,68,3,12, 1467.90 ,"212,49","145,892.48"
2986,2025-01-01,1410,102,11,1,1089.49,-,209493.23
2987,10-02-2026,1571,69,9,8,"1,771.68","354,32","228.877,30"
2988,25/07/2025,1265,44,1,11,1269.34,260.04,186105.97
2989,2025-04-27,2560,42,13,3,, 21.55 ,18341.79
2990,03-05-25,1404,59,14,8,-,"43,37", 62048.10 
2991,27-11-2025,325,55,11,11,,"110,45",225650.05
2992,07/07/2025,1346,4,15,2, 0.00 ,"150,78",
2993,22-02-2025,2609,22,9,11,870.63,57.06, 36166.30 
2994,14/02/2025,2707,79,10,12, 1442.43 ,178.88,N/A
2995,2025/03/21,3506,50,6,10,,,130462.15
2996,11-27-25,1369,40,14,10,1557.50,-,"234,512.33"
2997,2025/04/10,2297,76,6,4,638.65,"106,84","21.808,15"
2998,05-13-25,2430,80,11,8,73.74,, 5709.45 
2999,2025/01/18,2058,73,6,8,N/A, 219.58 ,
3000,27/08/2025,2356,71,13,2,N/A,16.78,"20.041,09"
3001,2025/07/03,2066,63,3,4,800.01,79.69,"70.012,20"
3002,2025-07-10,1995,47,9,12,945.30,"216,53","169,347.92"
3003,31/05/2025,1895,10,9,12, 907.16 ,"60,75",168884.05
3004,,2602,23,9,7,482.63, 51.09 ,36224.91
3005,03-01-2026,2758,6,15,3,1234.98, 136.54 ,"167,852.66"
3006,2025-08-29,128,11,9,10, 277.56 ,N/A, 30267.54 
3007,03/10/2025,2070,35,13,5,"1.113,75",, 144524.31 
3008,03-24-25,1870,37,4,6,"1,682.78","312,56","150,147.51"
3009,2025-01-27,1355,3,3,5,157.96, 26.33 ,"3,306.28"
3010,07-10-25,51,78,3,11,798.78,"164,28","40.784,37"
3011,2025-02-14,2143,70,11,3,"1,776.08",-,
3012,17/04/2025,635,28,10,11,"1,034.50", 143.64 , 154017.61 
3013,2025-11-30,2814,1,14,8, 1635.03 ,218.75, 34907.49 
3014,2025-09-08,422,30,11,6,-, 235.39 ,204345.78
3015,06-27-25,1102,17,4,2, 1761.47 , 318.75 , 154801.55 
3016,2025-06-06,1583,42,6,1,N/A,85.35,23739.79
3017,04/07/2025,1255,74,15,5,"928,17","1.213,41","81,006.13"
3018,2025/03/19,2053,72,1,11,494.99,"39,90", 10154.67 
3019,2025-11-01,1738,71,8,11,1649.66,N/A, 258253.52 
3020,2025/04/13,159,21,14,9,1795.67,-,N/A
3021,08-26-25,2536,14,11,8,358.56,36.98,
3022,10/05/2025,1656,55,8,4, 145.29 ,"30,90", 27515.07 
3023,2025/01/08,169,11,13,2,"223,73",N/A,"41.333,82"
3024,08-22-25,2878,78,11,4, 1729.50 , 323.65 , 307890.24 
3025,2025-10-26,1632,36,9,5, 890.90 ,192.14,116429.94
3026,2025-05-21,769,103,15,2, -420.32 ,92.91,"74.813,52"
3027,26-12-2025,1414,80,10,8,289.37,"42,15",N/A
3028,11/04/2025,1047,47,5,8,"1.243,31",N/A, 144395.61 
3029,,1605,69,10,9,441.94, 65.96 ,33958.58
3030,20-01-2026,2795,31,7,5,"1,445.16",174.13, 211390.45 
3031,2025/06/26,1272,26,15,6, 646.46 ,-,
3032,06-22-25,2107,67,4,10,-,159.66,"67.511,83"
3033,06-04-25,1061,46,1,4,398.70, 35.56 ,"18.674,33"
3034,,2786,43,9,10, 250.57 ,51.89,22150.44
3035,2025-05-13,469,56,9,10,440.61, 83.27 ,22122.16
3036,2025-07-22,2017,2,14,9,1429.38,, 280543.73 
3037,22/04/2025,948,67,6,3,1138.48,,"59.290,08"
3038,2025/09/08,309,47,8,8,502.75,37.50, 53512.46 
3039,03-01-25,2157,36,4,10, 1460.23 ,229.46, 71219.65 
3040,,851,2,1,12, 428.58 ,"75,35",
3041,2025/12/03,2238,59,6,11,1095.55,100.53,156740.15
3042,17/06/2025,2894,63,4,11,"1,852.61",N/A,N/A
3043,30/08/2025,955,12,2,1,-,"259,43", 36879.19 
3044,07/02/2026,2629,8,2,6,1110.12,251.33, 220062.76 
3045,04-08-2025,2517,68,1,4,320.41,,
3046,04-15-25,1871,37,2,3,1113.01,,"139,780.72"
3047,2025/12/22,41,36,8,11,,"280,12",32770.46
3048,08/10/2025,874,28,6,7,"961,22",54.03, 136758.19 
3049,2025/03/30,710,7,9,10,-, 256.90 ,"35,633.12"
3050,2025/03/07,80,53,9,7,,130.33,"68,552.64"
3051,20/10/2025,2593,6,2,7,"1,445.25","188,03","259,644.12"
3052,17/12/2025,1764,51,11,7,"600,81",104.75,"83.081,37"
3053,07-16-25,2070,7,12,2,N/A, 51.92 ,-
3054,,828,80,11,7,"1.805,70", 410.67 , 79102.97 
3055,01-05-2025,2657,33,4,4, 1216.53 ,249.00, 39523.09 
3056,2025/03/03,2514,65,14,8,,"341,44",329335.70
3057,2025/01/29,1351,44,7,8,"1.540,86",127.78, 66335.26 
3058,02/03/2025,1878,9,4,8, 1696.01 ,"383,54",-
3059,29/04/2025,1537,11,8,6,"1.798,23",304.95,-
3060,2025-03-29,2286,15,14,7,138.30,27.71,25466.93
3061,2025-02-07,917,73,3,2,-,N/A,"104,981.87"
3062,08-03-25,1003,31,3,10,431.79,105.57,"60,320.47"
3063,2025/05/18,35,6,7,3,-,20.93,"58.640,63"
3064,08-21-25,2830,56,10,1,"1.290,45",313.64,
3065,01-09-25,2606,22,13,7,"1,457.39",-,"63,884.82"
3066,2025/12/24,2007,38,6,4,"915,51", 55.36 ,"141.396,65"
3067,12/04/2025,585,2,7,6, 1915.16 ,, 116413.92 
3068,2025-11-19,1296,39,6,8, 513.86 ,94.70,"78.913,41"
3069,04/04/2025,915,5,11,11,1126.55,"190,91","116.046,54"
3070,03-02-2026,606,36,3,11, 1984.02 ,239.72,"187,374.83"
3071,,2591,71,13,8,"1,417.96",135.70,230263.26
3072,28-12-2025,650,56,13,8,1140.17,184.02, 108705.08 
3073,2025-04-08,2593,3,13,11,1979.48,304.62,
3074,2025-01-26,2324,23,14,9,"-1.778,00",128.85,"342.402,71"
3075,2025/02/23,1907,65,10,3,"879,64","94,20","26.338,59"
3076,04-24-25,2090,62,1,10,-,163.33,"75,773.93"
3077,29/12/2025,2131,30,8,2,"1.408,29", 333.83 , 260131.98 
3078,2025-01-30,3881,63,3,10,549.83,56.84, 29181.32 
3079,,249,78,8,12,,"13,68",13750.35
3080,2025-09-15,2890,2,6,5,"1,689.24","153,67","269,291.40"
3081,2025/12/17,2221,66,2,6,,"22,60","32.470,97"
3082,11/09/2025,613,71,12,8, 804.45 ,88.84,"137.008,79"
3083,04-30-25,2593,38,11,2,"1.171,72","167,12",228489.78
3084,21/06/2025,2984,41,5,11, 802.43 ,N/A,28581.73
3085,22/01/2025,2287,39,5,8,N/A, 49.91 ,"93.494,72"
3086,2025/04/22,949,26,14,12,,"298,29",-
3087,07-23-25,2833,21,6,3,741.35,144.40,"132,475.37"
3088,2025-02-07,869,46,14,3,, 35.04 ,"14,423.95"
3089,10-02-2025,2408,58,13,12, 1788.19 ,126.78,152728.27
3090,2025/10/19,2811,34,7,12, 250.51 ,33.76,"29.287,70"
3091,2025-01-22,3851,47,6,2,230.14,"388,39", 35721.43 
3092,,1906,8,4,11, 950.11 ,86.60,37976.00
3093,02-01-25,811,54,14,7,N/A,"457,98", 42436.38 
3094,14/01/2026,252,51,10,11, 1738.04 ,"418,16",238000.95
3095,08/11/2025,126,14,7,11,253.22,22.65,33591.93
3096,2025/05/08,27,116,5,11,-,-,-
3097,07/02/2026,944,9,2,5,1205.09,, 134466.44 
3098,27/01/2026,210,94,3,3,,190.41,
3099,21-06-2025,1268,18,6,10,657.18,52.90,"42,447.26"
3100,2025/12/17,1070,36,15,3,1420.43, 127.12 ,30257.10
3101,2025/03/26,1023,24,1,10, 1986.01 ,,"335.539,66"
3102,09/10/2025,227,28,1,7,-, 198.90 ,"263.054,74"
3103,2025-11-25,1358,54,13,8,"799,69", 52.82 ,54271.63
3104,2025-06-07,705,63,3,12, 1618.90 ,193.24,246799.01
3105,10-02-2025,614,68,5,3,N/A,146.89,"63.123,64"
3106,2025-02-15,3762,60,8,3,974.22,242.12,"124.910,02"
3107,08-06-2025,1679,77,5,4, 162.01 ,,"30,542.09"
3108,2025/08/28,2100,65,9,12,1255.55, 309.67 ,"226,894.73"
3109,07/11/2025,1247,39,3,1,N/A,"177,09","129,343.39"
3110,2025/04/22,2722,37,9,1,"1.318,28", 269.93 ,"209.554,21"
3111,01-02-26,531,16,5,3, 706.17 , 139.70 ,
3112,28-03-2025,3850,55,3,6,-,-,N/A
3113,2025/11/16,231,46,4,1,"561,34",, 88985.96 
3114,2025-01-01,172,80,8,5,,38.48,10751.69
3115,24-09-2025,1710,66,14,4,"1,352.16",,-
3116,01-26-25,173,75,2,9,1414.30,N/A,"87,931.05"
3117,05-23-25,2153,51,1,8, 1382.68 ,-, 215638.22 
3118,2025/10/08,109,38,13,8,"1.017,75",N/A,N/A
3119,02-06-25,2370,12,4,10, 415.04 ,N/A,
3120,09-19-25,2380,18,7,10,570.03,39.03,"79.824,88"
3121,01-18-26,1190,43,4,1,652.90,-,-
3122,,101,26,7,11,-,430.35,"118,831.59"
3123,2025-04-06,1556,21,2,1,"95,18",17.53,11151.47
3124,,2168,25,7,12, 326.23 , 75.90 ,8158.04
3125,2025/03/06,1132,17,1,5,-,N/A,-
3126,,1140,8,13,2,, 250.18 , 164052.02 
3127,09-05-2025,231,65,11,7,767.15,190.76,"20.693,17"
3128,30/10/2025,786,45,12,6, 463.57 ,-,41716.40
3129,11-04-25,1468,24,1,10, 1702.73 ,190.10,"248,165.85"
3130,04/06/2025,2786,39,15,12,289.80, 16.59 ,"15.026,60"
3131,2025/09/14,233,9,6,6,1223.14, 101.75 ,"100.887,18"
3132,19-01-2025,2679,7,10,7,941.97,143.73,
3133,17/09/2025,1979,66,11,10,-,,"44.461,45"
3134,19-02-2025,780,56,10,10,380.54,"56,99","74,385.55"
3135,,851,38,6,12, 773.42 ,101.72,89248.99
3136,2025/07/09,1899,42,5,12,-,,50935.91
3137,2025-03-21,2083,15,5,8,242.15,23.62,"34.358,02"
3138,2025-11-10,1740,75,1,1,N/A,-, 139626.69 
3139,10-02-25,816,8,2,8,"1.014,26",86.53, 30021.71 
3140,2025-11-04,1522,52,10,7, 1122.45 ,-,"209.438,81"
3141,10-12-25,2197,28,1,4,487.93,29.38,N/A
3142,14/12/2025,1799,11,1,7,"1,056.45",227.80,139180.70
3143,11/12/2025,493,4,10,5,1854.43,, 229804.14 
3144,13-04-2025,1184,65,2,2,90.96, 10.72 ,4021.66
3145,06/11/2025,1304,69,12,5,"1.569,63",362.31,"63.143,65"
3146,2025-09-27,627,19,9,1, 1722.26 ,261.62,"173,298.30"
3147,16-01-2026,1389,1,3,5,N/A,198.95,-
3148,21-01-2025,1606,27,6,8,"1,579.83",,
3149,04-01-25,1797,11,7,5,502.27,88.19, 66148.20 
3150,18-01-2025,675,7,14,12,"1,840.02",154.14,N/A
3151,02-20-26,1276,66,14,5,1037.38,,"186,217.20"
3152,11-07-2025,2707,60,12,11,1145.84,-,"119.841,76"
3153,03-09-25,502,8,13,5, 836.84 , 42.64 ,110303.94
3154,2025/12/26,1172,74,13,5,"439,21","23,11", 13710.21 
3155,02-16-26,1289,33,12,12,756.60,"71,13",65543.73
3156,02-20-25,14,67,8,11, 1738.72 , 199.74 ,"38,034.57"
3157,11-02-25,1846,21,6,12,-,"305,25","158.629,34"
3158,05/12/2025,33,7,3,4,N/A, 77.61 ,208457.57
3159,2025-10-21,2078,18,15,9,688.88,37.86,"18,913.11"
3160,2026/01/03,71,14,13,11,"432,20",N/A, 70611.70 
3161,02/08/2025,2174,52,8,4,"1,934.54",203.45,
3162,11-05-2025,789,52,1,6,N/A,"52,99","135,929.60"
3163,2025-11-28,271,10,1,7,"913,89",158.18,N/A
3164,2025/02/22,136,33,1,11,"1,669.91",176.01,N/A
